sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,lowrank_component,sparse_component
0,2.147,1.4999999974071518,47293.505000000005,47293.510566883946,-0.005566883941355627,-0.007758232833293732,0.04447951404175922,-0.1744226078101928,0.1744226078101928,0.005566883941355627,47293.510566883946,0.0
2,2.10522106481482,1.4999999933984844,47293.552500000005,47293.5206381021,0.03186189790721983,-0.01340349436213728,0.04447951404175922,-0.3013408453508175,0.3013408453508175,0.03186189790721983,47293.5206381021,0.0
3,2.06675,1.5000000025936977,47293.549,47293.53020684761,0.018793152390571777,-0.02309871045041031,0.04447951404175922,-0.5193112143429508,0.5193112143429508,0.018793152390571777,47293.53020684761,0.0
4,2.12611053240741,1.4999999973188871,47293.4335,47293.540508342325,-0.107008342325571,-0.03456148601435416,0.04447951404175922,-0.7770203150579927,0.7770203150579927,0.107008342325571,47293.540508342325,0.0
5,2.04583333333333,1.50000000051171,47293.577,47293.553870988195,0.023129011802666355,-0.04568810391598769,0.04447951404175922,-1.0271718318031486,1.0271718318031486,0.023129011802666355,47293.553870988195,0.0
6,2.1005,1.4999999958225436,47293.526,47293.567629802004,-0.04162980200635502,-0.04678178070915035,0.04447951404175922,-1.0517601578387226,1.0517601578387226,0.04162980200635502,47293.567629802004,0.0
7,2.121,1.5000000012907715,47293.5015,47293.58277000698,-0.08127000698004849,-0.050622800947975416,0.04447951404175922,-1.1381149735684752,1.1381149735684752,0.08127000698004849,47293.58277000698,0.0
8,2.10866666666667,1.4999999948589218,47293.4855,47293.600300914964,-0.1148009149619611,-0.06558919329108903,0.04447951404175922,-1.4745932977035487,1.4745932977035487,0.1148009149619611,47293.600300914964,0.0
9,2.09308333333333,1.5000000005383851,47293.4855,47293.62020104713,-0.13470104712905595,-0.0656706937378557,0.04447951404175922,-1.4764256119390449,1.4764256119390449,0.13470104712905595,47293.62020104713,0.0
10,2.11,1.4999999987241974,47293.627,47293.64240997508,-0.01540997507981956,-0.06768532045922863,0.04447951404175922,-1.5217189737208647,1.5217189737208647,0.01540997507981956,47293.64240997508,0.0
11,2.18016666666667,1.5000000052986395,47293.663,47293.66570728424,-0.0027072842422057875,-0.052095140024094794,0.04447951404175922,-1.17121648350712,1.17121648350712,0.0027072842422057875,47293.66570728424,0.0
12,2.07782793209877,1.4999999993745328,47293.574,47293.6899043787,-0.11590437869745074,-0.0484139478042683,0.04447951404175922,-1.088454962858076,1.088454962858076,0.11590437869745074,47293.6899043787,0.0
