candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,4033,4154,56,7.057,7.645,4069,7.374,32.49750056845717
2,6346,6579,20,2.8995,2.59866666666667,6486,2.5645,94.51920403891103
3,7568,7672,9,2.52961111111111,2.217,7666,2.179,33.79685412188366
