candidate_id,start_index,end_index,num_points,axis_start,axis_end,peak_sample_index,peak_axis,peak_score
1,9498,9516,19,2.78250703180838,2.83851340478725,9507,2.81045058795299,129.4106380025906
2,9587,9594,8,2.82053754511371,2.77500260700788,9590,2.80147097918182,23.664094941477597
3,17458,17512,55,3.59493239433059,3.68916152405295,17497,3.64664841360714,173.93284737367264
