sample_index,axis,baseline_distance,signal_0,signal_1,detection_score,is_candidate
0,1.83680072276455,1.4999999975602132,47286.644,2.1453333368184246,0.0,False
1,1.83932689978794,1.5000000079919735,47286.7015,2.073999988947864,0.0,False
2,1.84211510855744,1.500000005843357,47286.646,2.1013333251486817,0.0,False
3,1.84517362168159,1.5000000060192291,47286.693,2.0719999916855545,0.0,False
4,1.84850982587772,1.4999999976288632,47286.6615,2.115333336678832,0.0,False
5,1.85213018474657,1.500000004165379,47286.525,2.1186666607832225,0.0,False
6,1.85604021103172,1.5000000058075444,47286.478,2.0439999920855154,0.0,False
7,1.86024444017022,1.5000000010858625,47286.506,2.178666665087106,0.0,False
8,1.86474640549384,1.4999999950221612,47286.451,2.142666673777194,0.0,False
9,1.86954861868956,1.499999994470181,47286.4725,2.056666674248081,0.0,False
10,1.8746525541901,1.499999995212351,47286.5425,2.0606666732440653,0.0,False
11,1.88005863554486,1.500000003306001,47286.3865,2.003333328921089,0.0,False
12,1.88576622732925,1.4999999937762916,47286.4455,2.1633333423110503,0.0,False
13,1.89177363417316,1.5000000014286603,47286.329,2.167999997935381,0.0,False
14,1.89807810241433,1.500000001777709,47286.3665,2.019333330941655,0.0,False
15,1.90467582927672,1.5000000007194916,47286.3095,2.1286666656451625,0.0,False
16,1.91156197719631,1.500000000256784,47286.2755,2.051333332980498,0.0,False
17,1.91873068494642,1.5000000036701024,47286.292,2.133333328111692,0.0,False
18,1.92617508804253,1.499999997847871,47286.281,2.1106666696980945,0.0,False
19,1.93388734435637,1.500000002908073,47286.15,2.035999996055259,0.0,False
20,1.9418586594838,1.5000000016550643,47286.1995,2.076666664373964,0.0,False
21,1.9500793161868,1.5000000010189056,47286.2405,2.212666665165763,0.0,False
22,1.95853871995827,1.499999999417939,47286.156,2.018666667448944,0.0,False
23,1.96722543180353,1.500000005470052,47286.252,2.2066666586180603,0.0,False
24,1.97612721526295,1.5000000015306236,47286.256,2.075999997882548,0.0,False
25,1.98523107920365,1.5000000049631306,47286.259,2.059999993181639,0.0,False
26,1.9945233260861,1.5000000025776197,47286.2705,2.059333329794509,0.0,False
27,2.00398960686517,1.4999999964733204,47286.3285,2.014000004735582,0.0,False
28,2.01361498291475,1.499999997549872,47286.3435,2.1646666701996407,0.0,False
29,2.02338397828183,1.500000001453828,47286.301,2.042666664685868,0.0,False
30,2.03328064021703,1.4999999934722548,47286.392,1.9733333419252133,0.0,False
31,2.04328860451123,1.4999999970166102,47286.3815,2.150000004275222,0.0,False
32,2.05339116071936,1.500000003067839,47286.348,2.033333329176647,0.0,False
33,2.06357131856939,1.5000000034879928,47286.3725,1.96199999543724,0.0,False
34,2.07381187054079,1.4999999955991952,47286.53,2.0173333392506074,0.0,False
35,2.08409545397035,1.4999999929417844,47286.4775,1.9926666760440448,0.0,False
36,2.09440462007866,1.5000000015896715,47286.480500000005,2.180666664356064,0.0,False
37,2.10472190549218,1.499999999765632,47286.5445,2.035333333656117,0.0,False
38,2.11502989727512,1.4999999971150886,47286.55499999999,2.1680000041699303,0.0,False
39,2.12531130720269,1.5000000005937573,47286.485,2.087999999172016,0.0,False
40,2.13554904137121,1.5000000012002606,47286.5855,2.101999998316987,0.0,False
41,2.14572626231709,1.500000001873593,47286.5425,2.0246666641403324,0.0,False
42,2.15582646192954,1.5000000007272922,47286.57,2.0666666656685,0.0,False
43,2.16583352274068,1.5000000034442909,47286.6185,2.0873333285412263,0.0,False
44,2.17573177799026,1.5000000077593518,47286.6695,2.153999988862266,0.0,False
45,2.18550607256275,1.49999999919985,47286.6785,2.1446666678086466,0.0,False
46,2.19514182377699,1.5000000018286548,47286.7225,2.019333330873071,0.0,False
47,2.20462507539078,1.4999999955617551,47286.6545,2.122000006276813,0.0,False
48,2.2139425528245,1.5000000012567247,47286.7415,2.020666664970653,0.0,False
49,2.22308171981679,1.4999999970094642,47286.7775,2.074000004133013,0.0,False
50,2.23203082788861,1.5000000016085828,47286.744000000006,2.147999997697557,0.0,False
51,2.24077895919114,1.4999999944073246,47286.7595,1.9646666739919063,0.0,False
52,2.24931607107559,1.5000000033277356,47286.794,2.194666661798673,0.0,False
53,2.25763303181081,1.5000000046572803,47286.829,1.9853333271710267,0.0,False
54,2.26572165499923,1.4999999979773044,47286.730500000005,2.047333336096455,0.0,False
55,2.27357473222541,1.500000004319056,47286.8,2.2133333269601323,0.0,False
56,2.28118605774227,1.5000000030650484,47286.838,2.081333329077576,0.0,False
57,2.2885504507689,1.5000000024973754,47286.735,2.065333329893483,0.0,False
58,2.29566377482901,1.4999999914421265,47286.846000000005,2.0373333449595825,0.0,False
59,2.30252294757629,1.4999999922547125,47286.72,2.028000010472483,0.0,False
60,2.30912594849016,1.4999999932119754,47286.898,2.0720000093766413,0.0,False
61,2.31547182345927,1.500000003281803,47286.7975,2.031333328893001,0.0,False
62,2.32156068512698,1.4999999960670345,47286.8435,2.110000005532954,0.0,False
63,2.32739370617833,1.5000000021596356,47286.891,2.026666663749341,0.0,False
64,2.33297311346936,1.5000000016173645,47286.827000000005,2.059999997781342,0.0,False
65,2.33830217126253,1.500000004438221,47286.8295,1.9326666609515253,0.0,False
66,2.34338516317801,1.4999999918200757,47286.872,1.986666677502657,0.0,False
67,2.34822736923139,1.500000006693083,47286.8805,2.2273333233950816,0.0,False
68,2.35283503308426,1.50000000584117,47286.933000000005,2.091999991852856,0.0,False
69,2.35721533130583,1.4999999978047485,47286.915,2.0373333363128774,0.0,False
70,2.36137633942256,1.5000000041668888,47286.852,2.102666660822277,0.0,False
71,2.36532699101845,1.499999998417683,47286.8165,2.0633333355106744,0.0,False
72,2.36907703037079,1.499999998864278,47286.8435,2.1126666682673934,0.0,False
73,2.37263696772512,1.500000003077349,47286.909,2.046666662467601,0.0,False
74,2.37601802869669,1.5000000044832429,47286.857,2.0719999938072635,0.0,False
75,2.37923209999185,1.4999999952545002,47286.8335,1.9953333396473767,0.0,False
76,2.38229167713747,1.499999996609486,47286.9005,2.110000004769905,0.0,False
77,2.3852097990029,1.4999999961609465,47286.7725,2.0833333386653523,0.0,False
78,2.38799998427173,1.5000000015825905,47286.814,2.1626666643841084,0.0,False
79,2.39067616440075,1.4999999936537736,47286.7465,2.002000008468079,0.0,False
80,2.39325261681836,1.5000000006710017,47286.792,2.1213333323848538,0.0,False
81,2.39574390006709,1.4999999966549074,47286.8045,2.032666671199018,0.0,False
82,2.39816478767679,1.499999998861403,47286.867,2.0706666682382813,0.0,False
83,2.40053019400172,1.500000001176527,47286.7805,2.076666665041323,0.0,False
84,2.40285510136461,1.4999999983958008,47286.772,2.0093333354841487,0.0,False
85,2.40515448777581,1.4999999999039757,47286.8625,2.0620000001325063,0.0,False
86,2.40744325351128,1.5000000019824558,47286.774,2.030666663984259,0.0,False
87,2.40973614674272,1.5000000057453349,47286.817,2.026666658904664,0.0,False
88,2.41204769745607,1.5000000005955447,47286.7795,2.1779999991351526,0.0,False
89,2.41439214299306,1.5000000005839125,47286.881,2.107999999177158,0.0,False
90,2.41678335732429,1.4999999918597873,47286.802500000005,1.9713333440328176,0.0,False
91,2.41923478073543,1.5000000054866935,47286.735,2.058666659138736,0.0,False
92,2.4217593564718,1.4999999949522438,47286.6685,2.106000007086817,0.0,False
93,2.42436946206054,1.4999999936810124,47286.829,2.136000008996841,0.0,False
94,2.42707684523545,1.500000003131403,47286.7595,2.003333329154275,0.0,False
95,2.42989256447576,1.4999999995037578,47286.7595,1.958000000651332,0.0,False
96,2.4328269342508,1.5000000026916782,47286.76700000001,2.0719999962820115,0.0,False
97,2.43588947133938,1.5000000005662424,47286.7735,2.133999999195047,0.0,False
98,2.43908884349829,1.500000002245973,47286.84,2.143999996785138,0.0,False
99,2.44243282080491,1.499999996206962,47286.8235,2.0513333385188552,0.0,False
100,2.44592823181948,1.5000000043229564,47286.764500000005,2.1579999937813663,0.0,False
101,2.44958092011667,1.4999999976691254,47286.8535,1.99933333644242,0.0,False
102,2.45339571440088,1.5000000014894117,47286.818,2.049333331298816,0.0,False
103,2.45737640104205,1.4999999939788242,47286.7715,2.1113333418093263,0.0,False
104,2.46152569089083,1.5000000036558063,47286.852,2.1653333280557017,0.0,False
105,2.46584519757179,1.4999999933146972,47286.837,1.9666666754299007,0.0,False
106,2.47033542072736,1.499999991348418,47286.819,2.0973333454305942,0.0,False
107,2.47499573669447,1.5000000007472982,47286.831,1.982666665680224,0.0,False
108,2.47982439368793,1.5000000063109007,47286.784,2.134666657688736,0.0,False
109,2.48481850752475,1.499999992210298,47286.8525,2.083333344152364,0.0,False
110,2.48997406361802,1.5000000045757416,47286.8765,2.077999993659986,0.0,False
111,2.49528592455858,1.500000000378608,47286.8515,2.0513333328138974,0.0,False
112,2.50074784266293,1.5000000040483568,47286.840500000006,2.135333327571165,0.0,False
113,2.50635247822945,1.5000000038079375,47286.880000000005,2.089333328028097,0.0,False
114,2.51209142309938,1.4999999919465563,47286.8915,2.03400001092012,0.0,False
115,2.51795522359764,1.4999999983903571,47286.794,2.098666668919434,0.0,False
116,2.5239334141697,1.4999999991476034,47286.942500000005,2.0686666678392283,0.0,False
117,2.53001455438108,1.5000000002341918,47286.882,1.957333333028748,0.0,False
118,2.53618627223452,1.500000001737427,47286.83,2.158666664164686,0.0,False
119,2.54243530416047,1.49999999572494,47286.8185,2.000666672371208,0.0,False
120,2.54874754425171,1.5000000034394982,47286.845,2.0239999953590093,0.0,False
121,2.55510810186983,1.5000000045649924,47286.788,2.190666659999788,0.0,False
122,2.56150135873591,1.5000000062444905,47286.7745,2.096666657940973,0.0,False
123,2.56791102875514,1.4999999975172955,47286.7695,2.023333336679704,0.0,False
124,2.57432021934447,1.4999999981270609,47286.784,2.1053333359593136,0.0,False
125,2.58071150181597,1.5000000045426962,47286.8365,2.060666660426244,0.0,False
126,2.58706698371902,1.4999999971506803,47286.75,2.0760000039443898,0.0,False
127,2.59336838096231,1.5000000006174052,47286.8275,2.053999999158292,0.0,False
128,2.59959708915266,1.4999999953541212,47286.77,2.197333340135576,0.0,False
129,2.60573426293544,1.4999999978330645,47286.735,2.153333336441374,0.0,False
130,2.61176089653286,1.499999997176425,47286.7435,2.094000003939033,0.0,False
131,2.61765790860582,1.4999999981819183,47286.6795,2.142000002598472,0.0,False
132,2.62340621987664,1.4999999992795017,47286.782,2.062666667655648,0.0,False
133,2.62898683247234,1.499999995764944,47286.5665,2.070000005841661,0.0,False
134,2.63438091059821,1.4999999935266806,47286.674,1.9786666752061988,0.0,False
135,2.6395698666023,1.4999999968386868,47286.6045,2.0366666709592214,0.0,False
136,2.64453544727805,1.5000000031911755,47286.6565,1.9326666625534232,0.0,False
137,2.64925981570517,1.4999999948975928,47286.687000000005,2.0546666736572665,0.0,False
138,2.65372563006971,1.500000002814206,47286.5855,1.9606666629874487,0.0,False
139,2.65791612290151,1.5000000062522945,47286.5235,1.985999991721536,0.0,False
140,2.66181517450317,1.5000000010296075,47286.692,2.0653333319192866,0.0,False
141,2.66540738353211,1.5000000006465943,47286.673,2.051999999116352,0.0,False
142,2.66867814520263,1.4999999971716151,47286.6535,1.9433333369933945,0.0,False
143,2.67161371881187,1.4999999994023758,47286.59,1.949333334114209,0.0,False
144,2.6742012970916,1.4999999947228309,47286.625,2.022666673782404,0.0,False
145,2.67642907040782,1.5000000006071288,47286.718,1.8426666659178927,0.0,False
146,2.67828629034416,1.4999999995391098,47286.638,1.8906666672447217,0.0,False
147,2.67976331929523,1.4999999942866995,47286.7705,1.9406666740584464,0.0,False
148,2.68085168470887,1.5000000073349613,47286.754,1.8613333242323151,0.0,False
149,2.6815441276865,1.4999999958764751,47286.829,1.906666671908513,0.0,False
150,2.68183464971147,1.5000000051276252,47286.888000000006,1.7639999939703397,0.0,False
151,2.68171855009037,1.4999999995692856,47286.916,1.7906666671818527,0.0,False
152,2.68119246047812,1.4999999966148947,47287.0385,1.7033333371775026,0.0,False
153,2.68025438010652,1.4999999941522144,47287.135,1.708000006657398,0.0,False
154,2.67890370148359,1.4999999919303126,47287.294,1.6493333422077223,0.0,False
155,2.67714122917719,1.500000007050023,47287.349,1.6586666588692782,0.0,False
156,2.67496919474488,1.4999999998161233,47287.554,1.6373333335329197,0.0,False
157,2.67239126110699,1.4999999963650186,47287.809,1.556000003772395,0.0,False
158,2.66941253671462,1.4999999924974756,47287.944,1.568000007846791,0.0,False
159,2.66603956864114,1.500000004727,47288.2425,1.6113333282563385,0.0,False
160,2.66228033636979,1.5000000047206126,47288.4885,1.3513333290818277,0.0,False
161,2.65814424861907,1.4999999952676932,47288.9525,1.340666670895366,0.0,False
162,2.65364212542851,1.5000000074013662,47289.2355,1.3459999933586626,0.0,False
163,2.64878616857218,1.5000000000148856,47289.647,1.3693333333173774,0.0,False
164,2.64358993183239,1.5000000032616791,47290.093,1.2706666639054471,0.0,False
165,2.63806829150437,1.4999999943246654,47290.617,1.1880000044943606,0.0,False
166,2.63223740989867,1.5000000020312343,47291.123,1.0999999985065476,0.0,False
167,2.62611469351399,1.5000000057415763,47291.850000000006,1.1226666623701531,0.0,False
168,2.61971874463033,1.5000000005254617,47292.586,1.0906666662885172,0.0,False
169,2.61306930841002,1.5000000070845887,47293.3715,1.0846666615439935,0.0,False
170,2.60618721850954,1.5000000029480594,47294.1505,1.1593333310508918,0.0,False
171,2.59909433246381,1.4999999978434913,47295.003,1.1986666683916254,0.0,False
172,2.59181347003093,1.5000000020280606,47295.814,0.9999999986479596,0.0,False
173,2.58436834021054,1.4999999979950898,47296.747,1.1200000014971936,0.0,False
174,2.57678347391602,1.4999999929434409,47297.5635,1.3753333398046943,0.0,False
175,2.56908414456746,1.5000000008678007,47298.404,1.294666665919482,0.0,False
176,2.5612962898085,1.5000000011728225,47299.1195,1.4659999988541108,0.0,False
177,2.55344643282142,1.5000000065819086,47299.7605,1.5513333265245086,0.0,False
178,2.5455615993193,1.4999999995687456,47300.367,1.477333333758304,0.0,False
179,2.53766923130258,1.500000000511167,47300.748,1.7333333327465317,0.0,False
180,2.52979710324351,1.4999999935184518,47300.9485,1.6886666739606555,0.0,False
181,2.52197323185166,1.4999999999675775,47301.0535,1.827333333374034,0.0,False
182,2.51422578535687,1.5000000006522398,47301.0125,1.9433333324889024,0.0,False
183,2.50658299370371,1.4999999906035846,47300.827,1.9240000120515377,0.0,False
184,2.49907306292335,1.5000000008262375,47300.44,1.802666665672316,0.0,False
185,2.49172408185029,1.499999995442913,47299.7825,1.8460000056084105,0.0,False
186,2.48456393448253,1.4999999986534769,47299.2615,1.78333333493614,0.0,False
187,2.47762021392551,1.500000000412648,47298.465,1.7066666662004637,0.0,False
188,2.47092013540538,1.49999999695689,47297.7525,1.7833333369483426,0.0,False
189,2.46449045061565,1.5000000004724237,47296.9155,1.705999999463434,0.0,False
190,2.45835736462049,1.5000000010574923,47296.133,1.715999998790578,0.0,False
191,2.45254645253774,1.500000003697771,47295.4445,1.5699999961318007,0.0,False
192,2.44708257898014,1.4999999980620788,47294.6635,1.554000002006561,0.0,False
193,2.4419898152489,1.5000000007810546,47293.728,1.5093333325493203,0.0,False
194,2.43729136660423,1.4999999922125236,47293.2055,1.4700000076280404,0.0,False
195,2.43300950857716,1.5000000094899848,47292.4595,1.543333323565895,0.0,False
196,2.42916551904192,1.4999999990497443,47291.8275,1.610000001020523,0.0,False
197,2.42577961265722,1.5000000068257295,47291.2,1.4933333265365822,0.0,False
198,2.42287087264611,1.500000007248899,47290.7535,1.4619999929342742,0.0,False
199,2.42045718984468,1.4999999993261766,47290.2105,1.591333334049815,0.0,False
200,2.41855521648844,1.5000000012915005,47289.7275,1.461999998740752,0.0,False
