sample_index,axis,baseline_distance,signal_0,signal_1,detection_score,is_candidate
0,2.523,1.5000000040655377,47394.909,-2.3599999935992857,0.0,False
1,2.545,1.500000003422216,47394.806500000006,-2.471333327696478,0.0,False
2,2.501,1.5000000034704926,47394.9175,-2.469999994281569,0.0,False
3,2.508,1.4999999988656092,47394.819,-2.4306666685053107,0.0,False
4,2.486,1.499999995328911,47394.9095,-2.4593333409908347,0.0,False
6,2.471,1.5000000040435948,47394.892,-2.46666666001526,0.0,False
8,2.477,1.4999999927842589,47394.999500000005,-2.400666678216651,0.0,False
9,2.455,1.5000000078780835,47395.007,-2.395999987414289,0.0,False
11,2.461,1.5000000043457349,47394.9555,-2.2579999934549995,0.0,False
12,2.418,1.4999999981870458,47394.9495,-2.5180000030445875,0.0,False
13,2.434,1.500000006855103,47395.0325,-2.4406666555126915,0.0,False
14,2.492,1.499999994098543,47395.0055,-2.4993333431639115,0.0,False
16,2.424,1.5000000074980144,47394.946500000005,-2.5366666539868854,0.0,False
17,2.409,1.5000000049433202,47394.9635,-2.500666658423313,0.0,False
20,2.44,1.499999998976281,47394.8385,-2.5126666683816654,0.0,False
21,2.4265,1.4999999990610988,47394.943,-2.4000000015061222,0.0,False
22,2.46466666666667,1.499999997792446,47394.949,-2.353333336795964,0.0,False
23,2.46133333333333,1.500000000824732,47394.9455,-2.433999998660416,0.0,False
24,2.4965,1.4999999979043086,47394.9415,-2.472666670123005,0.0,False
28,2.47627777777778,1.499999998088009,47394.888,-2.398666669722911,0.0,False
29,2.403,1.499999994137982,47394.9565,-2.442000009543676,0.0,False
31,2.457,1.5000000006229586,47394.8115,-2.405999999003452,0.0,False
37,2.48033333333333,1.4999999964579471,47394.7775,-2.4006666723371164,0.0,False
38,2.467,1.4999999989048498,47394.781,-2.4773333351422675,0.0,False
39,2.52508333333333,1.500000000017098,47394.7825,-2.4619999999714706,0.0,False
40,2.45416666666667,1.4999999956588714,47394.8645,-2.5313333406583363,0.0,False
41,2.44527777777778,1.4999999957543688,47394.8475,-2.471333340329682,0.0,False
47,2.42616666666667,1.500000002092969,47394.896,-2.442666663261255,0.0,False
48,2.489,1.500000003711602,47394.988,-2.549333327025609,0.0,False
49,2.48744444444444,1.49999999453614,47394.8955,-2.527333342537623,0.0,False
51,2.4515,1.4999999936633446,47395.0005,-2.5393333440613244,0.0,False
53,2.43773148148148,1.5000000065940222,47395.1195,-2.5059999889872344,0.0,False
58,2.44283333333333,1.5000000088510377,47395.4325,-2.5099999851888755,0.0,False
64,2.45675,1.5000000034511205,47395.4745,-2.505999994233125,0.0,False
82,2.387,1.5000000017223043,47396.036,-2.574666663706236,0.0,False
84,2.381,1.4999999955651486,47396.124,-2.596000007675405,0.0,False
87,2.394,1.500000006386209,47396.2085,-2.6233333221630115,0.0,False
88,2.40216666666667,1.499999996052013,47396.169,-2.5226666733060705,0.0,False
90,2.416,1.4999999930902117,47396.226,-2.5053333448753023,0.0,False
91,2.372,1.4999999968109126,47396.2965,-2.580666672157622,0.0,False
99,2.366,1.4999999961135064,47396.252,-2.604000006748738,0.0,False
107,2.341,1.5000000040473922,47396.3045,-2.467333326676444,0.0,False
110,2.357,1.4999999925661467,47396.211,-2.380000011794853,0.0,False
112,2.36638888888889,1.4999999994465456,47396.1835,-2.4380000008990432,0.0,False
113,2.38011111111111,1.5000000009475352,47396.1915,-2.396666665153492,0.0,False
114,2.3895,1.5000000002582703,47396.344,-2.4173333329148265,0.0,False
115,2.444,1.499999997998661,47396.228,-2.48800000331711,0.0,False
116,2.40066666666667,1.4999999965634443,47396.149000000005,-2.4413333389291183,0.0,False
122,2.43066666666667,1.499999998989518,47396.251,-2.3533333349227417,0.0,False
123,2.40733333333333,1.4999999971044045,47396.131,-2.334666671173772,0.0,False
125,2.44216666666667,1.5000000003351863,47396.2385,-2.3339999994810112,0.0,False
128,2.41670833333333,1.4999999932332937,47396.328,-2.349333343929908,0.0,False
131,2.44883333333333,1.499999997862606,47396.2515,-2.3860000033984843,0.0,False
161,2.554,1.5000000018542194,47398.109,-2.3626666637471905,0.0,False
162,2.569,1.4999999980857266,47398.2295,-2.4580000031355755,0.0,False
