sample_index,axis,baseline_distance,signal_0,signal_1,detection_score,is_candidate
0,4.177,1.4999999943931084,47306.83500000001,2.238666675034757,0.0,False
1,4.14,1.4999999950739251,47306.8605,2.159333340425623,0.0,False
2,4.125,1.499999993763976,47306.7985,2.1326666755332564,0.0,False
3,4.078,1.500000001633251,47306.7565,2.1379999976735085,0.0,False
4,4.051,1.4999999945204463,47306.7605,2.091333340969828,0.0,False
5,4.026,1.5000000010711436,47306.708,2.245333331731425,0.0,False
6,4.041,1.5000000030964875,47306.7475,2.156666662214993,0.0,False
7,3.974,1.50000000236728,47306.746,2.177333329899268,0.0,False
8,3.937,1.500000000402811,47306.669,2.3199999993791205,0.0,False
9,3.952,1.4999999930920382,47306.562000000005,2.1733333433435607,0.0,False
10,3.9,1.4999999972121882,47306.6145,2.1446666706505613,0.0,False
11,3.823,1.4999999982809222,47306.607,2.1546666691335816,0.0,False
12,3.817,1.500000002585762,47306.58,2.089333329730452,0.0,False
13,3.807,1.500000003239412,47306.533,2.178666661964045,0.0,False
15,3.72766666666667,1.500000001229261,47306.4435,2.1099999982714217,0.0,False
16,3.74,1.4999999993014317,47306.4505,2.166000001006172,0.0,False
17,3.718,1.4999999934335506,47306.363,2.0680000090522466,0.0,False
18,3.703,1.5000000031942844,47306.381,2.210666661958264,0.0,False
19,3.65,1.499999997091528,47306.3615,2.1473333375003096,0.0,False
21,3.619,1.500000004869762,47306.484,2.157333326327632,0.0,False
22,3.592,1.4999999936773778,47306.397,2.162666675781668,0.0,False
23,3.552,1.5000000041546837,47306.465500000006,2.200666660570936,0.0,False
24,3.546,1.499999991631229,47306.469,2.170666678778024,0.0,False
25,3.53,1.5000000070061916,47306.294,2.255999989461485,0.0,False
26,3.456,1.4999999984971764,47306.263000000006,2.1400000021434464,0.0,False
27,3.441,1.5000000022688793,47306.2185,2.263333329907712,0.0,False
29,3.364,1.5000000024543148,47306.14,2.2119999963802384,0.0,False
30,3.358,1.5000000035985088,47306.0735,2.179333328105255,0.0,False
31,3.305,1.4999999946668978,47306.1305,2.02733334053961,0.0,False
32,3.268,1.4999999995508322,47306.0765,2.0726666672899943,0.0,False
33,3.253,1.4999999968697764,47306.048,2.0746666709967734,0.0,False
34,3.222,1.5000000003285756,47306.041,2.109333332869304,0.0,False
35,3.244,1.5000000001320373,47305.97,2.1733333331433844,0.0,False
36,3.191,1.5000000064564338,47305.908,2.1973333238719217,0.0,False
38,3.161,1.5000000033545853,47305.771,2.134666661895901,0.0,False
39,3.148,1.499999999935335,47305.78,2.0133333334228443,0.0,False
40,3.108,1.4999999994249609,47305.7245,2.22600000085332,0.0,False
42,3.025,1.4999999983276353,47305.6105,2.163333335747001,0.0,False
43,2.982,1.4999999973521672,47305.6575,2.178000003844537,0.0,False
44,2.96,1.500000003678932,47305.638,2.154666661384491,0.0,False
45,2.914,1.500000004676218,47305.5345,2.157999993273141,0.0,False
46,2.905,1.4999999920766955,47305.471000000005,2.200000011617936,0.0,False
47,2.899,1.500000005704629,47305.502,2.085333325400613,0.0,False
48,2.837,1.4999999930017882,47305.4255,2.208666676972425,0.0,False
50,2.785,1.5000000026060858,47305.354,2.255999996084095,0.0,False
51,2.794,1.4999999981776408,47305.3635,2.140666669264504,0.0,False
52,2.779,1.5000000002509586,47305.316000000006,2.218666666296364,0.0,False
53,2.717,1.4999999926352576,47305.336500000005,2.172666677332884,0.0,False
54,2.711,1.499999996157742,47305.322,2.2413333390703296,0.0,False
55,2.689,1.4999999981657997,47305.21,2.1800000026684208,0.0,False
56,2.658,1.4999999936770718,47305.281,2.2093333426452952,0.0,False
57,2.637,1.5000000011854269,47305.2915,2.159333331627777,0.0,False
58,2.591,1.5000000014589503,47305.1805,2.2366666644933435,0.0,False
59,2.569,1.5000000038317722,47305.306,2.3013333274528747,0.0,False
60,2.56,1.5000000035156418,47305.2985,2.271333328009366,0.0,False
61,2.545,1.499999995927462,47305.2975,2.166000005878184,0.0,False
62,2.523,1.500000006319467,47305.253,2.2373333239073423,0.0,False
63,2.508,1.4999999994268851,47305.1575,2.1580000008251807,0.0,False
64,2.461,1.4999999999947735,47305.2785,2.1260000000063983,0.0,False
66,2.424,1.499999996247642,47305.3015,2.2926666724009284,0.0,False
67,2.394,1.5000000043050743,47305.301,2.1613333271291126,0.0,False
68,2.387,1.4999999980716787,47305.256,2.214666669513804,0.0,False
69,2.357,1.499999997549473,47305.1995,2.123333336800638,0.0,False
71,2.335,1.5000000024418854,47305.1815,2.209999996403841,0.0,False
72,2.314,1.5000000023750582,47305.1575,2.260666663089363,0.0,False
73,2.341,1.4999999983094718,47305.1545,2.1700000024438846,0.0,False
74,2.35,1.4999999928602266,47305.1905,2.1953333437813525,0.0,False
75,2.289,1.499999997743507,47305.1175,2.330000003501981,0.0,False
76,2.246,1.49999999933074,47305.093,2.328000001037605,0.0,False
77,2.206,1.5000000013575423,47305.1735,2.223333331320572,0.0,False
78,2.221,1.500000002708911,47305.0245,2.209999996010423,0.0,False
79,2.2,1.4999999991980473,47304.998,2.260000001207888,0.0,False
80,2.184,1.5000000023304034,47304.92,2.2306666631995844,0.0,False
81,2.23,1.4999999978261007,47304.9145,2.3460000034001336,0.0,False
83,2.163,1.50000000478478,47304.9005,2.189999993011699,0.0,False
84,2.138,1.499999996717171,47304.9405,2.290000005015084,0.0,False
86,2.126,1.5000000041873225,47304.7575,2.293999993600301,0.0,False
88,2.095,1.4999999990963373,47304.742,2.2160000013353605,0.0,False
89,2.132,1.5000000008600156,47304.652,2.289333332021496,0.0,False
90,2.042,1.4999999973390252,47304.6005,2.310000004095573,0.0,False
91,2.033,1.5000000007637344,47304.574,2.3426666654709343,0.0,False
92,2.058,1.5000000035970678,47304.551,2.1573333281629,0.0,False
93,2.018,1.4999999984130847,47304.5625,2.208666668999741,0.0,False
96,2.027,1.4999999939346804,47304.375,2.2266666756679685,0.0,False
97,1.975,1.499999998628918,47304.394,2.2906666687614705,0.0,False
99,2.01733333333333,1.4999999972274114,47304.45,2.253333337496631,0.0,False
100,1.965,1.499999995250954,47304.369000000006,2.145333340126029,0.0,False
101,1.959,1.500000005632394,47304.325,2.2333333249463547,0.0,False
103,1.922,1.4999999962638473,47304.3055,2.2793333390117505,0.0,False
104,1.935,1.500000001735684,47304.2065,2.237999997412765,0.0,False
105,1.929,1.4999999964555208,47304.3475,2.240666671959429,0.0,False
106,1.96216666666667,1.5000000015794348,47304.308,2.2199999976636007,0.0,False
107,1.898,1.5000000000285614,47304.2945,2.204666666620303,0.0,False
108,1.94083333333333,1.4999999967159237,47304.2545,2.134000004672767,0.0,False
109,1.913,1.499999999531698,47304.2265,2.234000000699049,0.0,False
110,1.892,1.499999995754967,47304.215500000006,2.4206666735180216,0.0,False
112,1.95494444444444,1.49999999993976,47304.132,2.372000000093436,0.0,False
113,1.87816666666667,1.4999999974435647,47304.0685,2.270000003867963,0.0,False
119,1.876,1.4999999969263742,47303.9135,2.2220000045522106,0.0,False
120,1.882,1.499999999506863,47303.8505,2.1966666673876745,0.0,False
122,1.87,1.499999997681087,47303.6475,2.3966666703725505,0.0,False
123,1.861,1.5000000016382276,47303.4695,2.407333330707109,0.0,False
125,1.855,1.5000000070683823,47303.3545,2.4819999883029413,0.0,False
130,1.839,1.4999999941678115,47303.0925,2.359333342509589,0.0,False
132,1.84366666666667,1.5000000050630489,47303.163,2.0599999930444177,0.0,False
133,1.845,1.5000000000161655,47303.187,2.093333333310385,0.0,False
134,1.824,1.4999999983179184,47303.0895,1.9566666688592964,0.0,False
137,1.787,1.4999999963285593,47303.25,1.6146666706227268,0.0,False
138,1.815,1.5000000012961492,47303.2395,1.764666665144807,0.0,False
139,1.83,1.500000003499417,47303.2485,1.7899999958224768,0.0,False
140,1.808,1.4999999983982537,47303.1595,1.730000001848124,0.0,False
142,1.802,1.4999999983395045,47303.0985,2.1020000023307106,0.0,False
143,1.771,1.4999999992351287,47303.052,1.993333334348404,0.0,False
148,1.793,1.4999999999291418,47302.8595,2.0500000000948995,0.0,False
151,1.778,1.500000001087092,47302.708,2.035999998526937,0.0,False
155,1.762,1.5000000027674398,47302.6845,2.3246666623784096,0.0,False
158,1.789,1.5000000045251796,47302.638,2.26799999315917,0.0,False
161,1.77825,1.4999999990954664,47302.537,2.28933333471459,0.0,False
162,1.8085,1.500000003023633,47302.4225,2.125999995713496,0.0,False
163,1.80266666666667,1.5000000038420862,47302.4005,2.208666661010689,0.0,False
169,1.78455555555556,1.5000000061119392,47302.146,2.2679999907599897,0.0,False
170,1.81138888888889,1.500000003283614,47302.0575,2.431333328013948,0.0,False
172,1.78525,1.499999997006958,47301.912500000006,2.294000004576622,0.0,False
175,1.78066666666667,1.4999999958069803,47301.856,2.344000006554465,0.0,False
176,1.80533333333333,1.4999999969893347,47301.715500000006,2.274000004564208,0.0,False
178,1.78340277777778,1.5000000043150312,47301.6995,2.4193333263742107,0.0,False
179,1.81505555555556,1.5000000041319594,47301.615000000005,2.3773333267839,0.0,False
180,1.83075,1.5000000058292238,47301.5265,2.3673333241380243,0.0,False
182,1.8225931712963,1.500000003483823,47301.4925,2.341999994564782,0.0,False
186,1.89110792824074,1.499999994052788,47301.314,2.381333342774941,0.0,False
