sample_index,axis,baseline_distance,signal,detection_score,is_candidate
0,4.177,1.4999999943931084,47306.83500000001,0.0,False
1,4.14,1.4999999950739251,47306.8605,0.0,False
2,4.125,1.499999993763976,47306.7985,0.0,False
3,4.078,1.500000001633251,47306.7565,0.0,False
4,4.051,1.4999999945204463,47306.7605,0.0,False
5,4.026,1.5000000010711436,47306.708,0.0,False
6,4.041,1.5000000030964875,47306.7475,0.0,False
7,3.974,1.50000000236728,47306.746,0.0,False
8,3.937,1.500000000402811,47306.669,0.0,False
9,3.952,1.4999999930920382,47306.562000000005,0.0,False
10,3.9,1.4999999972121882,47306.6145,0.0,False
11,3.823,1.4999999982809222,47306.607,0.0,False
12,3.817,1.500000002585762,47306.58,0.0,False
13,3.807,1.500000003239412,47306.533,0.0,False
15,3.72766666666667,1.500000001229261,47306.4435,0.0,False
16,3.74,1.4999999993014317,47306.4505,0.0,False
17,3.718,1.4999999934335506,47306.363,0.0,False
18,3.703,1.5000000031942844,47306.381,0.0,False
19,3.65,1.499999997091528,47306.3615,0.0,False
21,3.619,1.500000004869762,47306.484,0.0,False
22,3.592,1.4999999936773778,47306.397,0.0,False
23,3.552,1.5000000041546837,47306.465500000006,0.0,False
24,3.546,1.499999991631229,47306.469,0.0,False
25,3.53,1.5000000070061916,47306.294,0.0,False
26,3.456,1.4999999984971764,47306.263000000006,0.0,False
27,3.441,1.5000000022688793,47306.2185,0.0,False
29,3.364,1.5000000024543148,47306.14,0.0,False
30,3.358,1.5000000035985088,47306.0735,0.0,False
31,3.305,1.4999999946668978,47306.1305,0.0,False
32,3.268,1.4999999995508322,47306.0765,0.0,False
33,3.253,1.4999999968697764,47306.048,0.0,False
34,3.222,1.5000000003285756,47306.041,0.0,False
35,3.244,1.5000000001320373,47305.97,0.0,False
36,3.191,1.5000000064564338,47305.908,0.0,False
38,3.161,1.5000000033545853,47305.771,0.0,False
39,3.148,1.499999999935335,47305.78,0.0,False
40,3.108,1.4999999994249609,47305.7245,0.0,False
42,3.025,1.4999999983276353,47305.6105,0.0,False
43,2.982,1.4999999973521672,47305.6575,0.0,False
44,2.96,1.500000003678932,47305.638,0.0,False
45,2.914,1.500000004676218,47305.5345,0.0,False
46,2.905,1.4999999920766955,47305.471000000005,0.0,False
47,2.899,1.500000005704629,47305.502,0.0,False
48,2.837,1.4999999930017882,47305.4255,0.0,False
50,2.785,1.5000000026060858,47305.354,0.0,False
51,2.794,1.4999999981776408,47305.3635,0.0,False
52,2.779,1.5000000002509586,47305.316000000006,0.0,False
53,2.717,1.4999999926352576,47305.336500000005,0.0,False
54,2.711,1.499999996157742,47305.322,0.0,False
55,2.689,1.4999999981657997,47305.21,0.0,False
56,2.658,1.4999999936770718,47305.281,0.0,False
57,2.637,1.5000000011854269,47305.2915,0.0,False
58,2.591,1.5000000014589503,47305.1805,0.0,False
59,2.569,1.5000000038317722,47305.306,0.0,False
60,2.56,1.5000000035156418,47305.2985,0.0,False
61,2.545,1.499999995927462,47305.2975,0.0,False
62,2.523,1.500000006319467,47305.253,0.0,False
63,2.508,1.4999999994268851,47305.1575,0.0,False
64,2.461,1.4999999999947735,47305.2785,0.0,False
66,2.424,1.499999996247642,47305.3015,0.0,False
67,2.394,1.5000000043050743,47305.301,0.0,False
68,2.387,1.4999999980716787,47305.256,0.0,False
69,2.357,1.499999997549473,47305.1995,0.0,False
71,2.335,1.5000000024418854,47305.1815,0.0,False
72,2.314,1.5000000023750582,47305.1575,0.0,False
73,2.341,1.4999999983094718,47305.1545,0.0,False
