sample_index,axis,baseline_distance,signal,detection_score,is_candidate
0,2.147,1.4999999974071518,47293.505000000005,0.0,False
2,2.10522106481482,1.4999999933984844,47293.552500000005,0.0,False
3,2.06675,1.5000000025936977,47293.549,0.0,False
4,2.12611053240741,1.4999999973188871,47293.4335,0.0,False
5,2.04583333333333,1.50000000051171,47293.577,0.0,False
6,2.1005,1.4999999958225436,47293.526,0.0,False
7,2.121,1.5000000012907715,47293.5015,0.0,False
8,2.10866666666667,1.4999999948589218,47293.4855,0.0,False
9,2.09308333333333,1.5000000005383851,47293.4855,0.0,False
10,2.11,1.4999999987241974,47293.627,0.0,False
11,2.18016666666667,1.5000000052986395,47293.663,0.0,False
12,2.07782793209877,1.4999999993745328,47293.574,0.0,False
13,2.153,1.499999999293019,47293.608,0.0,False
15,2.163,1.4999999993394777,47293.748,0.0,False
16,2.10604094328704,1.5000000034225194,47293.8695,0.0,False
17,2.15333333333333,1.4999999947107354,47293.7505,0.0,False
18,2.09043287037037,1.5000000043273949,47293.8665,0.0,False
19,2.12968800636574,1.4999999996559057,47293.809,0.0,False
20,2.18933641975309,1.4999999996498803,47293.846000000005,0.0,False
21,2.178,1.50000000357319,47293.9045,0.0,False
22,2.11252777777778,1.50000000357319,47293.8775,0.0,False
23,2.126,1.5000000057109333,47293.935,0.0,False
25,2.05872222222222,1.4999999955113807,47294.0885,0.0,False
27,2.079,1.5000000052496885,47294.0965,0.0,False
28,2.13344444444444,1.5000000006722056,47294.152,0.0,False
29,2.07477777777778,1.4999999937553492,47294.0665,0.0,False
31,2.13731944444444,1.4999999964204245,47294.1885,0.0,False
32,2.058,1.499999996618074,47294.1995,0.0,False
33,2.08636805555556,1.4999999972215112,47294.191,0.0,False
34,2.14405092592593,1.499999998834343,47294.1335,0.0,False
35,2.116,1.4999999969975553,47294.1795,0.0,False
36,2.07133333333333,1.499999992349546,47294.258,0.0,False
37,2.14161111111111,1.4999999951933902,47294.2655,0.0,False
38,2.0545,1.5000000028533522,47294.32,0.0,False
40,2.094,1.5000000000641658,47294.294,0.0,False
41,2.07307407407407,1.499999996290575,47294.316000000006,0.0,False
42,2.08258333333333,1.499999993779858,47294.2505,0.0,False
43,2.086,1.500000001254678,47294.316000000006,0.0,False
44,2.10702777777778,1.4999999998414375,47294.329,0.0,False
45,2.0795,1.5000000027667486,47294.312000000005,0.0,False
46,2.15916666666667,1.500000007677576,47294.322,0.0,False
47,2.09166666666667,1.4999999972786529,47294.3975,0.0,False
48,2.13366666666667,1.5000000022950524,47294.3925,0.0,False
49,2.076,1.4999999993193338,47294.291,0.0,False
50,2.05004166666667,1.5000000002865006,47294.331,0.0,False
51,2.07516666666667,1.5000000009431098,47294.422,0.0,False
52,2.0845,1.5000000002369762,47294.318,0.0,False
53,2.11339583333333,1.4999999989772004,47294.3735,0.0,False
55,2.11266666666667,1.4999999945082363,47294.296,0.0,False
56,2.05993229166667,1.5000000020022086,47294.449,0.0,False
58,2.042,1.4999999931089882,47294.3245,0.0,False
61,2.11975,1.5000000038211578,47294.3625,0.0,False
62,2.10325,1.499999997468437,47294.386,0.0,False
63,2.064,1.500000001268599,47294.3155,0.0,False
64,2.0883125,1.499999994083441,47294.245,0.0,False
65,2.07,1.500000003180484,47294.3325,0.0,False
66,2.124,1.5000000012732375,47294.325,0.0,False
67,2.09925,1.5000000045428017,47294.3355,0.0,False
68,2.095,1.500000004085497,47294.3795,0.0,False
69,2.138,1.5000000004616287,47294.334,0.0,False
71,2.08475,1.4999999978275234,47294.443,0.0,False
74,2.10916666666667,1.4999999977025178,47294.478,0.0,False
75,2.132,1.499999998553827,47294.5015,0.0,False
78,2.16166666666667,1.5000000001815137,47294.3835,0.0,False
83,2.169,1.5000000013142851,47294.259,0.0,False
84,2.184,1.4999999982242518,47294.211,0.0,False
85,2.20466666666667,1.5000000005852665,47294.2605,0.0,False
86,2.206,1.500000004672568,47294.1745,0.0,False
90,2.09333333333333,1.4999999916790192,47294.312,0.0,False
91,2.17166666666667,1.499999998701414,47294.2865,0.0,False
101,2.09,1.5000000008711356,47294.539,0.0,False
102,2.13527777777778,1.49999999808755,47294.6005,0.0,False
105,2.09008333333333,1.4999999968745266,47294.7395,0.0,False
109,2.13222222222222,1.4999999970660534,47294.8735,0.0,False
111,2.11469444444444,1.500000001257709,47294.975,0.0,False
115,2.11427777777778,1.4999999938012971,47295.326,0.0,False
116,2.082875,1.5000000030812073,47295.22349999999,0.0,False
118,2.0985,1.5000000001700802,47295.3985,0.0,False
119,2.18,1.4999999972024478,47295.549,0.0,False
120,2.108,1.499999997060804,47295.5705,0.0,False
121,2.07508333333333,1.4999999963533346,47295.594,0.0,False
122,2.101,1.5000000028450289,47295.616,0.0,False
125,2.11697916666667,1.4999999986256165,47295.8105,0.0,False
126,2.09329166666667,1.499999994789311,47295.8435,0.0,False
127,2.08129166666667,1.5000000032318048,47295.9615,0.0,False
129,2.10316666666667,1.499999995226124,47295.9545,0.0,False
130,2.15233333333333,1.4999999950275178,47295.9735,0.0,False
131,2.16477777777778,1.499999995584645,47296.044,0.0,False
133,2.126875,1.4999999942013025,47296.0925,0.0,False
134,2.04775,1.500000006368696,47296.0665,0.0,False
135,2.07394444444444,1.4999999985992176,47296.229,0.0,False
136,2.094125,1.499999999260352,47296.137,0.0,False
138,2.11325,1.5000000033961174,47296.2645,0.0,False
