sample_index,axis,baseline_distance,signal,detection_score,is_candidate
0,16.4032941904661,1.499999996714895,47365.981,0.0,False
1,16.3894639423452,1.499999994693016,47365.9735,0.0,False
2,16.375605107544,1.499999999559821,47366.094,0.0,False
3,16.3617258724465,1.4999999978770164,47366.09,0.0,False
4,16.3478346933559,1.4999999951027263,47366.1855,0.0,False
5,16.333940269931,1.4999999951326266,47366.1715,0.0,False
6,16.3200515166093,1.500000000490224,47366.209,0.0,False
7,16.3061775282556,1.5000000061633083,47366.4075,0.0,False
8,16.2923275563977,1.500000003222575,47366.2935,0.0,False
9,16.2785109690885,1.5000000007448733,47366.361,0.0,False
10,16.2647372131989,1.4999999958352574,47366.393,0.0,False
11,16.251015774379,1.4999999967736986,47366.4165,0.0,False
12,16.2373561394329,1.4999999979290368,47366.556,0.0,False
13,16.2237677563209,1.4999999991441826,47366.5495,0.0,False
14,16.2102599895686,1.4999999969973292,47366.5315,0.0,False
15,16.1968420851429,1.5000000014965058,47366.641,0.0,False
16,16.18352312655,1.4999999990672883,47366.58,0.0,False
17,16.170311996756,1.499999998811018,47366.6385,0.0,False
18,16.1572173293489,1.5000000034362768,47366.6065,0.0,False
19,16.1442474662466,1.5000000004525678,47366.717,0.0,False
20,16.1314104187487,1.5000000011743195,47366.72,0.0,False
21,16.1187138240919,1.5000000034506829,47366.711,0.0,False
22,16.1061649077853,1.500000000336435,47366.75,0.0,False
23,16.0937704395586,1.5000000030521556,47366.772,0.0,False
24,16.0815367003212,1.4999999946216809,47366.7825,0.0,False
25,16.0694694366366,1.4999999943085407,47366.8195,0.0,False
26,16.0575738332618,1.4999999978134964,47366.8785,0.0,False
27,16.0458544751729,1.4999999956751044,47366.9405,0.0,False
28,16.0343153154299,1.4999999925343683,47366.9795,0.0,False
29,16.0229596466606,1.499999998801626,47366.944,0.0,False
30,16.0117900712971,1.5000000070289878,47366.928,0.0,False
31,16.0008084795304,1.500000000214796,47366.9935,0.0,False
32,15.9900160179226,1.4999999999187603,47367.1715,0.0,False
33,15.9794130716623,1.500000006353811,47367.1325,0.0,False
34,15.9689992475259,1.4999999965500306,47367.107,0.0,False
35,15.9587733605535,1.4999999998275069,47367.322,0.0,False
36,15.9487334218167,1.5000000056719245,47367.2965,0.0,False
37,15.9388766317642,1.4999999979990866,47367.332,0.0,False
38,15.9291993803387,1.499999998664305,47367.355500000005,0.0,False
39,15.9196972421503,1.500000000237707,47367.516,0.0,False
40,15.9103649792564,1.499999995166035,47367.4975,0.0,False
41,15.9011965472692,1.4999999970662048,47367.5295,0.0,False
42,15.8921851033221,1.5000000018665345,47367.5775,0.0,False
43,15.8833230177966,1.499999995812893,47367.6535,0.0,False
44,15.8746018879123,1.500000005537041,47367.6845,0.0,False
45,15.8660125616083,1.4999999968421505,47367.71,0.0,False
46,15.8575451637423,1.499999997620358,47367.818,0.0,False
47,15.8491891221433,1.4999999993044275,47367.7945,0.0,False
48,15.8409331972331,1.5000000047433446,47367.9215,0.0,False
49,15.8327655139883,1.5000000009813566,47367.9475,0.0,False
50,15.8246735987789,1.4999999990177149,47367.95,0.0,False
51,15.8166444142322,1.4999999995719526,47368.112,0.0,False
52,15.8086644086354,1.5000000054172775,47368.048,0.0,False
53,15.8007195600508,1.500000002018763,47368.1015,0.0,False
54,15.7927954286631,1.4999999981012515,47368.201,0.0,False
55,15.7848772070306,1.5000000003134757,47368.2445,0.0,False
56,15.7769497723476,1.4999999974054286,47368.321,0.0,False
57,15.7689977471785,1.499999997134824,47368.361,0.0,False
58,15.7610055519189,1.5000000032983845,47368.48,0.0,False
59,15.7529574657645,1.4999999974119982,47368.454,0.0,False
60,15.7448376822107,1.500000004690906,47368.5055,0.0,False
61,15.7366303713258,1.5000000025163474,47368.5685,0.0,False
62,15.7283197444755,1.499999998352992,47368.618,0.0,False
63,15.719890111734,1.5000000047847433,47368.698,0.0,False
64,15.7113259448494,1.5000000032384413,47368.837,0.0,False
65,15.70261193843,1.4999999954049503,47368.764,0.0,False
66,15.6937330815726,1.5000000040088406,47368.9545,0.0,False
67,15.6846747141114,1.500000007874146,47369.0145,0.0,False
68,15.6754225889118,1.500000000100233,47368.971000000005,0.0,False
69,15.6659629329468,1.4999999915950897,47368.9945,0.0,False
70,15.6562825032853,1.5000000089020646,47369.181,0.0,False
71,15.6463686477507,1.499999993219312,47369.105500000005,0.0,False
72,15.6362093624038,1.5000000019420745,47369.143,0.0,False
73,15.6257933454343,1.4999999934284072,47369.21000000001,0.0,False
74,15.6151100416256,1.5000000016015884,47369.257,0.0,False
75,15.6041496914306,1.4999999960292385,47369.2955,0.0,False
76,15.5929033778511,1.4999999982950285,47369.3635,0.0,False
77,15.5813630684894,1.4999999977291203,47369.458,0.0,False
78,15.5695216580681,1.5000000016629194,47369.304,0.0,False
79,15.5573729976706,1.499999995785016,47369.3865,0.0,False
80,15.5449119286064,1.5000000008205443,47369.398,0.0,False
81,15.532134306878,1.499999991215212,47369.45,0.0,False
82,15.5190370370938,1.4999999939574045,47369.4395,0.0,False
83,15.5056180892142,1.4999999992595348,47369.501,0.0,False
84,15.4918765139889,1.499999996659808,47369.4975,0.0,False
85,15.4778124514519,1.499999995522438,47369.4755,0.0,False
86,15.4634271408492,1.4999999946996014,47369.4865,0.0,False
