sample_index,axis,baseline_distance,mode_common,mode_difference,mode_coupling,mode_saliency,detection_score,is_candidate
0,7.29041455128239,1.4999999997522528,0.88716502024409,-0.1627536631563934,0.0503551512722467,-0.4526375246511988,0.0,False
1,7.28987342100218,1.5000000052299411,0.8865974953210435,-0.1461065736713825,0.0503036183016517,-0.4519122990660763,0.0,False
2,7.28956174851798,1.4999999969340545,0.8874871289843483,-0.1560948326807554,0.0503478618364803,-0.4532184971055567,0.0,False
3,7.28948822644418,1.500000005375308,0.8906468623399508,-0.2060360745733981,0.0504544019923069,-0.4520552472748778,0.0,False
4,7.28966067858548,1.5000000046946729,0.8895961743066284,-0.154013938963722,0.0503967510472382,-0.4561010240012171,0.0,False
5,7.29008604228103,1.5000000063579064,0.8911990487516149,-0.2126949069355951,0.050411154502993,-0.4580788136708834,0.0,False
6,7.29077034183496,1.4999999943508435,0.8940673503899471,-0.171909564995431,0.0504396961440691,-0.4597348341232061,0.0,False
7,7.29171866635132,1.4999999914213191,0.8937452416498004,-0.1769036932780203,0.0504583890036812,-0.462227708563208,0.0,False
8,7.29293513927011,1.4999999970543416,0.8950106688431462,-0.1223844880242138,0.0505157100507849,-0.4628348142533868,0.0,False
9,7.2944228958198,1.4999999997621771,0.8968512902153971,-0.2314228833593498,0.0505154294483879,-0.4633051844566945,0.0,False
10,7.29618406200409,1.5000000050421936,0.897250091512679,-0.1223844796977975,0.0505307655317014,-0.4630307276097477,0.0,False
11,7.29821975058639,1.499999997068555,0.8995508682279647,-0.0924197373170509,0.0506047262872682,-0.4599636856013487,0.0,False
12,7.30053006550336,1.5000000069500372,0.9011920889515748,-0.2022904790299651,0.0505155630928684,-0.4606391804698222,0.0,False
13,7.30311410689108,1.4999999973653864,0.9000263620824935,-0.17898457233224,0.0505458869745508,-0.4579909757624691,0.0,False
14,7.30596997647438,1.5000000040473984,0.899849969200982,-0.1486036374693311,0.05048372500095,-0.4598787897211887,0.0,False
15,7.30909478556652,1.499999997834584,0.9042291142156714,-0.1531815920766152,0.0505068409298973,-0.4594142921907725,0.0,False
16,7.31248465200154,1.499999991790166,0.90284097893082,-0.1169741912845525,0.0505064722027606,-0.4600750138782454,0.0,False
17,7.31613469160678,1.5000000030919587,0.905164763413235,-0.1381992111994276,0.0504751269078462,-0.4601156304956358,0.0,False
18,7.32003901975126,1.5000000019540474,0.9055328876876406,-0.1664992546256065,0.0504649615694769,-0.4630864493065531,0.0,False
19,7.32419075752574,1.5000000016082076,0.9067446300909804,-0.079102065741937,0.0504981621274659,-0.4630363093375857,0.0,False
20,7.32858203621133,1.500000008113069,0.9073735090598914,-0.1964639984961158,0.050481192013871,-0.4638189631775357,0.0,False
21,7.33320400837052,1.4999999921932756,0.9084241970932138,-0.0920035652087058,0.0504091670744246,-0.4651913245187793,0.0,False
22,7.33804686362871,1.5000000062944092,0.9109090359456464,-0.1477712809068576,0.0503466134755385,-0.4654922377085568,0.0,False
23,7.34309985679847,1.500000006672604,0.911637615238822,-0.0874256024133657,0.0502588074391836,-0.4641403345334619,0.0,False
24,7.34835133057201,1.5000000016170258,0.9136929757710964,-0.1107315247015697,0.0502458630264991,-0.4640920541357456,0.0,False
25,7.35378874327086,1.4999999962491202,0.913892376419849,-0.1465227602666305,0.0502060715368918,-0.462089348252764,0.0,False
26,7.35939869687102,1.4999999966966868,0.91462862496866,-0.091587383514007,0.0501647518892651,-0.4619665880768284,0.0,False
27,7.36516695765398,1.5000000028420784,0.9162391686693936,-0.1157256485312883,0.0501593739737981,-0.4613213323792845,0.0,False
28,7.37107847114563,1.5000000015420518,0.9167376702909402,-0.1694124947112408,0.0501905717147703,-0.4630064839247571,0.0,False
29,7.37711738630749,1.5000000026595672,0.9157406670477352,-0.1635860142305731,0.0500995574448444,-0.4650653426274675,0.0,False
30,7.38326708154085,1.5000000027335674,0.917757681301386,-0.14901981595479,0.050125265626207,-0.4625785545056309,0.0,False
31,7.38951018973242,1.499999997364159,0.919391232769249,-0.1710772075659759,0.0500661828653168,-0.4596961981354536,0.0,False
32,7.39582863030204,1.4999999995138689,0.9192071706319904,-0.1153094748919201,0.0500880010713694,-0.4590940831654438,0.0,False
33,7.40220365565514,1.5000000002068734,0.9196136411850194,-0.1764875067070943,0.050033576783736,-0.4566662277293287,0.0,False
34,7.4086158852454,1.4999999940654256,0.921784040553164,-0.1169741889210629,0.0500046731438553,-0.4535476624568413,0.0,False
35,7.41504534399744,1.5000000008741872,0.9214005777672644,-0.1144771192964058,0.0500189293478922,-0.4558207329727748,0.0,False
36,7.42147150507487,1.5000000090062189,0.9242688794055968,-0.1352859653456027,0.0500207354736363,-0.4558582384243948,0.0,False
37,7.4278733305573,1.5000000050435067,0.9251815208360308,-0.1448580425977194,0.0499810466233177,-0.4542913916787986,0.0,False
38,7.43422930927655,1.4999999953753624,0.9245373033557376,-0.0699461760020428,0.0499517827242083,-0.4508958317054155,0.0,False
39,7.44051750122389,1.49999999798484,0.9267537182581408,-0.2035390201295567,0.0499620240501249,-0.4491005587422744,0.0,False
40,7.44671557760247,1.4999999992047637,0.9257643842705714,-0.0940844435027358,0.0499364439833092,-0.4473884272127366,0.0,False
41,7.45280085789478,1.5000000011345371,0.9268534185825172,-0.1956316519312657,0.0499187429725617,-0.4394193335098441,0.0,False
42,7.45875035212882,1.4999999961813788,0.9273979357383226,-0.201874313733912,0.0499128263563324,-0.4368386791871474,0.0,False
43,7.46454080970047,1.5000000035889038,0.9294532962707084,-0.1402800961338157,0.0499859931621265,-0.4424191155224426,0.0,False
44,7.47014877366021,1.4999999977228964,0.929422619247832,-0.1885566450771368,0.0500355399159244,-0.4425501871809258,0.0,False
45,7.47555063166516,1.5000000020167903,0.9273595894598108,-0.1648345461917165,0.0500185134631915,-0.4430426990026614,0.0,False
46,7.48072266539847,1.5000000017030637,0.9298597668237376,-0.1839786927449778,0.0499726927942844,-0.4446661339596369,0.0,False
47,7.48564110196992,1.5000000025846714,0.931255571364336,-0.1190550655304862,0.0499981764822967,-0.4525445227270467,0.0,False
48,7.49028216385709,1.5000000066995118,0.931240232852842,-0.1906375207773675,0.0499427708923118,-0.4542261509317585,0.0,False
49,7.4946221187682,1.5000000016391517,0.9327740839963286,-0.2472376107504302,0.0499662230453756,-0.4572378089213041,0.0,False
50,7.49863732605437,1.499999992206044,0.9341392115140508,-0.1173903679484444,0.0499740735953604,-0.4549976315065693,0.0,False
51,7.50230429015893,1.4999999972639764,0.9362712646035718,-0.1440256966345537,0.049967737450694,-0.4555520013688729,0.0,False
52,7.50559971327416,1.500000003132021,0.935604039356149,-0.1452742217117269,0.0499981616238085,-0.4561394950570014,0.0,False
53,7.50850054783537,1.500000002277554,0.9356270471232784,-0.1906375255879578,0.0500018102660764,-0.4557396969760084,0.0,False
54,7.51098405184283,1.4999999975679112,0.9374369914726528,-0.1997934267521745,0.0500343136912035,-0.4529700518009787,0.0,False
55,7.51302784354583,1.4999999965917772,0.9381962477887048,-0.1827301670048064,0.0500802897246599,-0.4516763047802188,0.0,False
56,7.51460994833669,1.4999999955368657,0.9391318969862684,-0.2052037311875646,0.0501090720573249,-0.4563328298227768,0.0,False
57,7.5157088512862,1.4999999920585254,0.9391318969862684,-0.2218508187823193,0.0501595428453889,-0.4572950948274918,0.0,False
58,7.51630354482356,1.5000000010714063,0.9399448380923264,-0.1186388900110952,0.0500717639621139,-0.4600783972848178,0.0,False
59,7.51637358260932,1.4999999974097011,0.9410798879384196,-0.1519330612478996,0.0501277715905007,-0.4635115548482534,0.0,False
60,7.51589913060355,1.5000000043751982,0.9406197325953848,-0.2018743047585812,0.0501728896643941,-0.4658733249345951,0.0,False
61,7.51486101677926,1.5000000034139382,0.9408804872897786,-0.1794007428888474,0.0502361139552913,-0.4646165341536498,0.0,False
62,7.51324078294875,1.5000000007757657,0.9432196102836876,-0.2031228399788498,0.0502611703882482,-0.4623810357474655,0.0,False
63,7.51102073686175,1.4999999921536942,0.9428591552649176,-0.1810654634319551,0.0502555152910951,-0.4611658259160983,0.0,False
64,7.50818399331939,1.499999999331724,0.9464176899179136,-0.2010419561013099,0.0503201749521324,-0.4617603108088822,0.0,False
65,7.5047145208895,1.4999999933677703,0.9475450705083712,-0.1997934313470907,0.0503231185742475,-0.4623006695005696,0.0,False
66,7.50059718990466,1.499999996067884,0.9463716743835432,-0.1993772513013937,0.05022628092833,-0.4630555331432431,0.0,False
67,7.49581781758021,1.4999999958455537,0.9487568129117112,-0.2106140330610801,0.0503424036869575,-0.4634544010774551,0.0,False
68,7.49036321003879,1.5000000003491616,0.949378022624875,-0.186891933855208,0.0503577801868486,-0.4642507098305504,0.0,False
69,7.48422120891476,1.5000000019845323,0.9500835941509214,-0.1211359516115631,0.0503692008374775,-0.4644700283742976,0.0,False
70,7.47738073723446,1.5000000020845732,0.9501142711737978,-0.1286271391569155,0.0503377785356525,-0.4634915300103306,0.0,False
71,7.46983184143628,1.499999999012436,0.9513490213442672,-0.1282109652750143,0.0502834371069272,-0.4623945035884376,0.0,False
72,7.4615657283889,1.500000003987834,0.9540946148910936,-0.1365345018947089,0.0502481974324758,-0.4617483845894733,0.0,False
73,7.45257480438254,1.4999999957898895,0.9546468013027576,-0.1307080312069942,0.0502526147372353,-0.4614811138065954,0.0,False
74,7.44285270950697,1.4999999942062,0.9540639378683288,-0.2097816806786892,0.0501727467784217,-0.4620367901008575,0.0,False
75,7.43239434392102,1.5000000042093748,0.9564490763963852,-0.1136447616553342,0.050189303809008,-0.4620076396742478,0.0,False
76,7.42119589010176,1.5000000059818894,0.9576148032655778,-0.164418364857299,0.0501578988244618,-0.463021990835763,0.0,False
77,7.40925483700527,1.500000005845414,0.9593940705919642,-0.1311241977646096,0.0500927236155318,-0.4623626568842899,0.0,False
78,7.39656999193294,1.499999997153019,0.9592023391990704,-0.2006257813920832,0.050141207549098,-0.4634620249506294,0.0,False
79,7.38314149421076,1.5000000068010402,0.9614571003799854,-0.2380817089558039,0.0501403794006796,-0.464541848423827,0.0,False
80,7.3689708374683,1.4999999967190532,0.96169484730725,-0.1802331043082333,0.050179094595667,-0.4641843380069788,0.0,False
81,7.35406089863686,1.500000000070686,0.9618098861430086,-0.2122787367771466,0.0502115600580173,-0.4637221578035084,0.0,False
82,7.33841595189094,1.4999999966316684,0.9626918505505664,-0.1810654585859731,0.0501491362798419,-0.4631742314907076,0.0,False
83,7.32204167980329,1.499999997775485,0.9639879547667886,-0.1681639674755167,0.050164859454957,-0.4615619298942435,0.0,False
84,7.30494518519264,1.5000000037547772,0.9654221055860104,-0.1877242843411439,0.0501782575159647,-0.4629867523336159,0.0,False
85,7.28713499414525,1.4999999945646303,0.965169020147252,-0.1964640132879114,0.0501719138527761,-0.4625271251438143,0.0,False
86,7.26862104514411,1.5000000039187389,0.9674774661182848,-0.1677477837947731,0.0502473418903876,-0.4641568520904223,0.0,False
87,7.24941467861238,1.499999997980024,0.9700696745508408,-0.1710772069070435,0.0502803645061857,-0.4636144897809868,0.0,False
88,7.22952861979222,1.5000000041921009,0.970008320505088,-0.2176890344162783,0.050324465064666,-0.4624006407263656,0.0,False
89,7.20897696788133,1.499999996141564,0.9707138920310224,-0.1194712493241593,0.0503673531197903,-0.4618592454648398,0.0,False
90,7.1877751748657,1.4999999990597053,0.9720176655031032,-0.2443243740050268,0.0503377906892116,-0.4620176094481711,0.0,False
91,7.16594002675062,1.4999999983365369,0.9716265334614568,-0.1348697994650919,0.050362121432766,-0.4614335395746203,0.0,False
92,7.14348963006265,1.500000001211572,0.9726542137276496,-0.1590080677705063,0.0503385981469041,-0.4577832064665041,0.0,False
93,7.12044339047655,1.4999999938699295,0.9745715276570358,-0.2189375771150633,0.0503196100378959,-0.4569326119485855,0.0,False
94,7.09682198582077,1.4999999995334916,0.9764274875406692,-0.1490198193473236,0.0503188452578943,-0.4553188925975322,0.0,False
95,7.07264734037133,1.4999999988535229,0.975714246758876,-0.1602566015621745,0.0502816020829386,-0.4522646956589675,0.0,False
