num_files,num_samples_total,mean_signal_std,mean_background_std,mean_residual_rms,max_peak_abs_residual,mean_response_mean,mean_response_std,max_peak_response
29,467241,58.256009559840464,57.741544570311696,3.2921903833040553,365.453499999996,5.144542483214264,26.03637131052994,9271.835980046453
