sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,emd_trend_residual
0,2.523,1.5000000040655377,47394.909,47394.853769088506,0.05523091149292009,0.007546190404278631,0.009811188556334708,0.769141308512142,0.769141308512142,0.05523091149292009,47394.99155997744
1,2.545,1.500000003422216,47394.806500000006,47394.86141572329,-0.0549157232810673,0.00234077479845209,0.010083645203202665,0.23213577543452607,0.23213577543452607,0.0549157232810673,47394.989576300046
2,2.501,1.5000000034704926,47394.9175,47394.86416696462,0.053333035389661776,0.009023880386662695,0.010356101850070621,0.8713587909142819,0.8713587909142819,0.053333035389661776,47394.98378702452
3,2.508,1.4999999988656092,47394.819,47394.863098926886,-0.04409892688375415,0.01135618594610997,0.01070274959843071,1.06105312860679,1.06105312860679,0.04409892688375415,47394.97443478583
4,2.486,1.499999995328911,47394.9095,47394.8813183447,0.028181655303632744,0.005173018205281066,0.011049397346790802,0.4681719774321921,0.4681719774321921,0.028181655303632744,47394.96176221894
6,2.471,1.5000000040435948,47394.892,47394.91568630323,-0.023686303230680616,-0.007815210403061072,0.01105538015640436,-0.7069146689210625,0.7069146689210625,0.023686303230680616,47394.946011958826
8,2.477,1.4999999927842589,47394.999500000005,47394.950377486086,0.049122513915926314,0.0012162194957556832,0.011061362966017918,0.10995204655087104,0.10995204655087104,0.049122513915926314,47394.92742664046
9,2.455,1.5000000078780835,47395.007,47394.979317675134,0.02768232486224089,-0.0023261786931040194,0.011189963334362313,-0.2078808145832573,0.2078808145832573,0.02768232486224089,47394.90624889883
11,2.461,1.5000000043457349,47394.9555,47394.99979232372,-0.044292323721350155,0.0018311764830775113,0.011318563702706707,0.1617852345204901,0.1617852345204901,0.044292323721350155,47394.88272136886
12,2.418,1.4999999981870458,47394.9495,47395.01116314599,-0.061663145982159155,0.002629353473642341,0.011427111958811556,0.23009781326372858,0.23009781326372858,0.061663145982159155,47394.857086685566
13,2.434,1.500000006855103,47395.0325,47395.00613285419,0.026367145808283497,-0.003868585214255371,0.011318563702706707,-0.34179117738501064,0.34179117738501064,0.026367145808283497,47394.83103604391
14,2.492,1.499999994098543,47395.0055,47394.98404854831,0.02145145168992445,-0.007061505387483282,0.011427111958811556,-0.6179606372052815,0.6179606372052815,0.02145145168992445,47394.80738493929
16,2.424,1.5000000074980144,47394.946500000005,47394.95318273031,-0.0066827302981203734,-0.007037326563711901,0.011535660214916404,-0.6100497442367584,0.6100497442367584,0.0066827302981203734,47394.78838843564
17,2.409,1.5000000049433202,47394.9635,47394.92813475178,0.035365248218716214,0.0012530572791305773,0.011881772519156225,0.10546046703977481,0.10546046703977481,0.035365248218716214,47394.77577473465
20,2.44,1.499999998976281,47394.8385,47394.92066775142,-0.08216775142176003,0.012282028904103086,0.011535660214916404,1.0647009945925399,1.0647009945925399,0.08216775142176003,47394.770103803596
21,2.4265,1.4999999990610988,47394.943,47394.922613767645,0.020386232356875124,0.009538692048960405,0.011427111958811556,0.8347421538654854,0.8347421538654854,0.020386232356875124,47394.77106255553
22,2.46466666666667,1.499999997792446,47394.949,47394.92110006572,0.027899934276183317,0.017543164677540437,0.011535660214916404,1.5207768216730166,1.5207768216730166,0.027899934276183317,47394.77833790352
