sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,emd_trend_residual
0,1.83680072276455,1.4999999975602132,47286.644,47286.659073888164,-0.015073888166662714,0.0075089023928118035,0.004878571639334252,1.5391600140233865,1.5391600140233865,0.015073888166662714,47286.4739136506
1,1.83932689978794,1.5000000079919735,47286.7015,47286.674383737816,0.02711626218340045,0.0021747948875521996,0.004779290475507129,0.4550455551294845,0.4550455551294845,0.02711626218340045,47286.47391704842
2,1.84211510855744,1.500000005843357,47286.646,47286.69059840957,-0.04459840957412791,-0.0014017456126395153,0.004878571639334252,-0.2873270531353318,0.2873270531353318,0.04459840957412791,47286.473574958465
3,1.84517362168159,1.5000000060192291,47286.693,47286.67036050437,0.02263949562940596,0.0016883552905695995,0.004779290475507129,0.35326484113532536,0.35326484113532536,0.02263949562940596,47286.47289607745
4,1.84850982587772,1.4999999976288632,47286.6615,47286.61403894811,0.04746105189204323,-0.0027768377384243727,0.004680009311680006,-0.593340216544902,0.593340216544902,0.04746105189204323,47286.47188910205
5,1.85213018474657,1.500000004165379,47286.525,47286.54949574264,-0.024495742638745818,-0.0041438356836236735,0.004779290475507129,-0.8670399308976868,0.8670399308976868,0.024495742638745818,47286.470562728944
6,1.85604021103172,1.5000000058075444,47286.478,47286.50086098861,-0.022860988613789806,-0.0011202332254197675,0.004878571639334252,-0.22962319880427925,0.22962319880427925,0.022860988613789806,47286.46892565479
7,1.86024444017022,1.5000000010858625,47286.506,47286.48268093839,0.023319061613033404,-0.002749274695086753,0.004779290475507129,-0.5752474575831318,0.5752474575831318,0.023319061613033404,47286.46698657629
8,1.86474640549384,1.4999999950221612,47286.451,47286.48949838197,-0.03849838197037615,0.00022925785103935364,0.004680009311680006,0.04898662284008486,0.04898662284008486,0.03849838197037615,47286.46475419012
9,1.86954861868956,1.499999994470181,47286.4725,47286.499876869675,-0.02737686967345642,-0.008313483146959027,0.004779290475507129,-1.7394806173769728,1.7394806173769728,0.02737686967345642,47286.46223719295
10,1.8746525541901,1.499999995212351,47286.5425,47286.488171315694,0.054328684307235614,-0.002290378505057906,0.004878571639334252,-0.4694772721161597,0.4694772721161597,0.054328684307235614,47286.45944428146
11,1.88005863554486,1.500000003306001,47286.3865,47286.4457597828,-0.059259782801130784,-0.0012349811199095745,0.004966955673361062,-0.2486394486129734,0.2486394486129734,0.059259782801130784,47286.45638415234
12,1.88576622732925,1.4999999937762916,47286.4455,47286.396053711454,0.04944628854454092,-0.007387032416097848,0.004878571639334252,-1.5141793463764548,1.5141793463764548,0.04944628854454092,47286.45306550227
13,1.89177363417316,1.5000000014286603,47286.329,47286.35842361709,-0.029423617089942188,-0.0019364786943673166,0.004966955673361062,-0.38987235274780124,0.38987235274780124,0.029423617089942188,47286.44949702791
14,1.89807810241433,1.500000001777709,47286.3665,47286.33678780086,0.02971219913836426,0.005102535685216642,0.005055339707387871,1.009335866739044,1.009335866739044,0.02971219913836426,47286.44568742595
15,1.90467582927672,1.5000000007194916,47286.3095,47286.32286241215,-0.01336241214745482,-0.007308634783941827,0.005191628612415517,-1.4077730380142364,1.4077730380142364,0.01336241214745482,47286.441645393075
16,1.91156197719631,1.500000000256784,47286.2755,47286.30754940006,-0.03204940005266106,0.0009852076809167924,0.005327917517443163,0.184914214173043,0.184914214173043,0.03204940005266106,47286.43737962595
17,1.91873068494642,1.5000000036701024,47286.292,47286.281443398475,0.010556601525198633,0.0017796759117780303,0.005191628612415517,0.3427972308192511,0.3427972308192511,0.010556601525198633,47286.432898821266
18,1.92617508804253,1.499999997847871,47286.281,47286.24502574026,0.03597425974279921,0.00011807375475732549,0.005327917517443163,0.022161333085724724,0.022161333085724724,0.03597425974279921,47286.42821167571
19,1.93388734435637,1.500000002908073,47286.15,47286.207371849916,-0.057371849915190606,-9.130621758741e-05,0.005191628612415517,-0.017587201320421072,0.017587201320421072,0.057371849915190606,47286.42332688593
20,1.9418586594838,1.5000000016550643,47286.1995,47286.184115200616,0.015384799382596785,0.001988426632346096,0.005055339707387871,0.39333195144931804,0.39333195144931804,0.015384799382596785,47286.41825314864
21,1.9500793161868,1.5000000010189056,47286.2405,47286.183903497375,0.05659650262229206,0.0037656745153062388,0.004966955673361062,0.758145383801677,0.758145383801677,0.05659650262229206,47286.41299916051
22,1.95853871995827,1.499999999417939,47286.156,47286.200378036505,-0.044378036503128535,0.00014458628272235149,0.005055339707387871,0.028600705608577234,0.028600705608577234,0.044378036503128535,47286.40781006097
23,1.96722543180353,1.500000005470052,47286.252,47286.224172220616,0.027827779387261643,-0.001497551828435501,0.005191628612415517,-0.2884551150007498,0.2884551150007498,0.027827779387261643,47286.40328765949
24,1.97612721526295,1.5000000015306236,47286.256,47286.2506448165,0.005355183501946735,0.007099793849129599,0.005327917517443163,1.332564519980923,1.332564519980923,0.005355183501946735,47286.3997798978
25,1.98523107920365,1.5000000049631306,47286.259,47286.275054169106,-0.016054169106019776,0.001593440208759717,0.005341003621133571,0.2983409714336659,0.2983409714336659,0.016054169106019776,47286.39726296951
26,1.9945233260861,1.5000000025776197,47286.2705,47286.292533192565,-0.022033192568056352,0.0010045545065573802,0.0053540897248239815,0.18762377139475478,0.18762377139475478,0.022033192568056352,47286.39571306813
27,2.00398960686517,1.4999999964733204,47286.3285,47286.30730498326,0.02119501674237854,0.009068319169005511,0.005341003621133571,1.697868006140924,1.697868006140924,0.02119501674237854,47286.39510638723
28,2.01361498291475,1.499999997549872,47286.3435,47286.32349573882,0.020004261182895288,0.0018656175383905836,0.005327917517443163,0.3501588626856001,0.3501588626856001,0.020004261182895288,47286.395419120374
29,2.02338397828183,1.500000001453828,47286.301,47286.33517238338,-0.03417238338073215,-0.004951530640572993,0.005191628612415517,-0.9537528606594967,0.9537528606594967,0.03417238338073215,47286.3966274611
30,2.03328064021703,1.4999999934722548,47286.392,47286.3407034687,0.05129653130247103,0.0033833329279924365,0.005327917517443163,0.6350197646483233,0.6350197646483233,0.05129653130247103,47286.398707602966
31,2.04328860451123,1.4999999970166102,47286.3815,47286.353304154545,0.028195845458904648,0.0027656231310326696,0.005341003621133571,0.5178096341461935,0.5178096341461935,0.028195845458904648,47286.401635739545
32,2.05339116071936,1.500000003067839,47286.348,47286.384996535286,-0.03699653528827271,-0.004464346250174552,0.005327917517443163,-0.8379157964736974,0.8379157964736974,0.03699653528827271,47286.40538806437
33,2.06357131856939,1.5000000034879928,47286.3725,47286.428499150104,-0.05599915010872546,-0.0052222549298454445,0.005191628612415517,-1.0058991734032527,1.0058991734032527,0.05599915010872546,47286.40994077101
34,2.07381187054079,1.4999999955991952,47286.53,47286.47104039699,0.05895960301106909,0.0010312846144315542,0.005055339707387871,0.20399907308393841,0.20399907308393841,0.05895960301106909,47286.415270053
35,2.08409545397035,1.4999999929417844,47286.4775,47286.505092580745,-0.027592580740694254,-0.010177545141226298,0.005191628612415517,-1.9603761942615106,1.9603761942615106,0.027592580740694254,47286.42135210393
36,2.09440462007866,1.5000000015896715,47286.480500000005,47286.5243747077,-0.04387470768848646,-0.008310275759402722,0.005327917517443163,-1.5597605879211838,1.5597605879211838,0.04387470768848646,47286.428163117314
37,2.10472190549218,1.499999999765632,47286.5445,47286.53131691694,0.013183083065857259,-0.005510863692866418,0.005191628612415517,-1.0614903538530216,1.0614903538530216,0.013183083065857259,47286.435679286726
38,2.11502989727512,1.4999999971150886,47286.55499999999,47286.53289052747,0.02210947251776084,-0.000813282644114312,0.005055339707387871,-0.1608759630783627,0.1608759630783627,0.02210947251776084,47286.44387680573
39,2.12531130720269,1.5000000005937573,47286.485,47286.534582936496,-0.04958293649844964,-0.008134624014525901,0.005191628612415517,-1.5668732534280976,1.5668732534280976,0.04958293649844964,47286.45273186786
40,2.13554904137121,1.5000000012002606,47286.5855,47286.54049873011,0.04500126989531682,-0.0043391332450512556,0.005055339707387871,-0.8583267388955184,0.8583267388955184,0.04500126989531682,47286.4622206667
41,2.14572626231709,1.500000001873593,47286.5425,47286.55430182669,-0.01180182668944597,0.00010026329512181273,0.005191628612415517,0.019312493748500834,0.019312493748500834,0.01180182668944597,47286.47231939577
42,2.15582646192954,1.5000000007272922,47286.57,47286.58372092067,-0.013720920669956501,0.0022895466932284663,0.005327917517443163,0.429726377282058,0.429726377282058,0.013720920669956501,47286.48300424865
43,2.16583352274068,1.5000000034442909,47286.6185,47286.62543246932,-0.006932469322635205,-0.005140198086022621,0.005341003621133571,-0.9624030333332124,0.9624030333332124,0.006932469322635205,47286.49425141888
44,2.17573177799026,1.5000000077593518,47286.6695,47286.66293316382,0.006566836184577544,0.0033084127862219818,0.0053540897248239815,0.6179225519667113,0.6179225519667113,0.006566836184577544,47286.50603710002
45,2.18550607256275,1.49999999919985,47286.6785,47286.68242013883,-0.0039201388269288415,0.0029449951605758423,0.005465219439820378,0.5388612832484241,0.5388612832484241,0.0039201388269288415,47286.518337485635
46,2.19514182377699,1.5000000018286548,47286.7225,47286.689613366354,0.032886633648817144,0.0025879999886201455,0.005576349154816776,0.4641029312851878,0.4641029312851878,0.032886633648817144,47286.53112876926
47,2.20462507539078,1.4999999955617551,47286.6545,47286.699258230496,-0.044758230495498944,0.0018382596687180402,0.005671838839419995,0.32410294452337113,0.32410294452337113,0.044758230495498944,47286.544387144466
