sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,emd_trend_residual
0,2.147,1.4999999974071518,47293.505000000005,47293.5395073051,-0.03450730508864871,0.007665423520498387,0.009194584528120046,0.8336889499525525,0.8336889499525525,0.03450730508864871,47293.61214070367
2,2.10522106481482,1.4999999933984844,47293.552500000005,47293.531259685675,0.021240314333534793,0.009980652613769821,0.009171188203563772,1.0882616725596694,1.0882616725596694,0.021240314333534793,47293.61312248635
3,2.06675,1.5000000025936977,47293.549,47293.5139912263,0.03500877370003948,0.006379160030381392,0.009147791879007498,0.6973442459945326,0.6973442459945326,0.03500877370003948,47293.61601475571
4,2.12611053240741,1.4999999973188871,47293.4335,47293.498408800326,-0.06490880032895716,-0.00033678194602044815,0.009171188203563772,-0.03672173534608964,0.03672173534608964,0.06490880032895716,47293.62073790738
5,2.04583333333333,1.50000000051171,47293.577,47293.49550586501,0.08149413498652353,-0.007830658726857433,0.009147791879007498,-0.8560162747938501,0.8560162747938501,0.08149413498652353,47293.627212337
6,2.1005,1.4999999958225436,47293.526,47293.50444320192,0.021556798080127,0.0013909954885549178,0.009068162499027569,0.15339331300074102,0.15339331300074102,0.021556798080127,47293.63535844018
7,2.121,1.5000000012907715,47293.5015,47293.51672979547,-0.015229795469949192,0.005028367403661897,0.00898853311904764,0.5594202454465302,0.5594202454465302,0.015229795469949192,47293.645096612534
8,2.10866666666667,1.4999999948589218,47293.4855,47293.532848375784,-0.04734837578083333,-0.006658551839362128,0.009068162499027569,-0.7342779576431457,0.7342779576431457,0.04734837578083333,47293.65634724971
9,2.09308333333333,1.5000000005383851,47293.4855,47293.553281672976,-0.06778167297355331,-0.008201649054467207,0.00898853311904764,-0.9124568987888643,0.9124568987888643,0.06778167297355331,47293.66903074731
10,2.11,1.4999999987241974,47293.627,47293.57851241715,0.04848758285006244,-0.016040745448959042,0.009068162499027569,-1.7689080285757102,1.7689080285757102,0.04848758285006244,47293.68306750098
11,2.18016666666667,1.5000000052986395,47293.663,47293.60902333843,0.053976661569497604,-0.009504884573612498,0.00898853311904764,-1.05744557512623,1.05744557512623,0.053976661569497604,47293.698377906316
12,2.07782793209877,1.4999999993745328,47293.574,47293.64417349949,-0.07017349948717674,-0.015785518611518688,0.008780158533536328,-1.7978625956723877,1.7978625956723877,0.07017349948717674,47293.71488235896
13,2.153,1.499999999293019,47293.608,47293.68679667526,-0.07879667526490287,-0.006888488925072419,0.008571783948025016,-0.803623722534393,0.803623722534393,0.07879667526490287,47293.732501254526
15,2.163,1.4999999993394777,47293.748,47293.737057732564,0.010942267436097032,-0.002241340505521253,0.008780158533536328,-0.2552733526348439,0.2552733526348439,0.010942267436097032,47293.75115498863
16,2.10604094328704,1.5000000034225194,47293.8695,47293.78912045404,0.08037954595824588,-0.0072367612594758735,0.008571783948025016,-0.8442538103335259,0.8442538103335259,0.08037954595824588,47293.77076395693
17,2.15333333333333,1.4999999947107354,47293.7505,47293.822255501815,-0.07175550181110492,-0.009256980924594933,0.00826307718693203,-1.1202825188701797,1.1202825188701797,0.07175550181110492,47293.79124855501
18,2.09043287037037,1.5000000043273949,47293.8665,47293.8337751086,0.032724891397183105,-0.006388677448737019,0.007954370425839045,-0.8031656946706912,0.8031656946706912,0.032724891397183105,47293.812529178525
19,2.12968800636574,1.4999999996559057,47293.809,47293.834957337196,-0.025957337197592814,-0.003894879895169871,0.007763006822737244,-0.5017231060215057,0.5017231060215057,0.025957337197592814,47293.83452622309
20,2.18933641975309,1.4999999996498803,47293.846000000005,47293.84247120394,0.003528796064470865,-0.001626732213200063,0.007571643219635445,-0.21484533357058866,0.21484533357058866,0.003528796064470865,47293.8571600843
21,2.178,1.50000000357319,47293.9045,47293.86870531541,0.03579468458342605,-0.011399188234549372,0.007455320488263734,-1.5290004302959381,1.5290004302959381,0.03579468458342605,47293.88035115781
22,2.11252777777778,1.50000000357319,47293.8775,47293.921858768204,-0.04435876820445551,-0.0006401195486926125,0.007571643219635445,-0.08454169459974008,0.08454169459974008,0.04435876820445551,47293.90401983923
23,2.126,1.5000000057109333,47293.935,47293.99135249728,-0.05635249728279855,-0.011588444289702156,0.007455320488263734,-1.5543857984301066,1.5543857984301066,0.05635249728279855,47293.928086524196
25,2.05872222222222,1.4999999955113807,47294.0885,47294.05714440342,0.031355596573825306,-0.002400464129288666,0.007571643219635445,-0.3170334443471363,0.3170334443471363,0.031355596573825306,47293.95247160832
27,2.079,1.5000000052496885,47294.0965,47294.104072558235,-0.007572558233897905,0.0038749765566676118,0.007763006822737244,0.49915923625342007,0.49915923625342007,0.007572558233897905,47293.97709548722
28,2.13344444444444,1.5000000006722056,47294.152,47294.12692388364,0.025076116361605928,0.0036569067337187035,0.007571643219635445,0.4829739896136805,0.4829739896136805,0.025076116361605928,47294.00187855654
29,2.07477777777778,1.4999999937553492,47294.0665,47294.13231003127,-0.06581003127190278,0.0032758834808394774,0.007455320488263734,0.43940210028481236,0.43940210028481236,0.06581003127190278,47294.02674121189
31,2.13731944444444,1.4999999964204245,47294.1885,47294.13176551575,0.0567344842461286,0.006201400429236899,0.007338997756892023,0.8449928225435399,0.8449928225435399,0.0567344842461286,47294.05160384891
32,2.058,1.499999996618074,47294.1995,47294.139492237766,0.060007762238077356,0.00505042281786264,0.007455320488263734,0.6774253133467681,0.6774253133467681,0.060007762238077356,47294.07625059427
33,2.08636805555556,1.4999999972215112,47294.191,47294.15716794382,0.03383205617688588,0.006505604476245471,0.007338997756892023,0.8864431754507738,0.8864431754507738,0.03383205617688588,47294.10047755461
34,2.14405092592593,1.499999998834343,47294.1335,47294.18128797748,-0.047787977480368546,0.008522652296331285,0.007455320488263734,1.1431637727375716,1.1431637727375716,0.047787977480368546,47294.12413508695
35,2.116,1.4999999969975553,47294.1795,47294.20952284474,-0.030022844747221757,0.016553947761438807,0.007338997756892023,2.255614228236146,2.255614228236146,0.030022844747221757,47294.147082135976
36,2.07133333333333,1.499999992349546,47294.258,47294.23700320193,0.020996798071456976,0.012676103226123111,0.007455320488263734,1.7002760975974143,1.7002760975974143,0.020996798071456976,47294.16926994872
37,2.14161111111111,1.4999999951933902,47294.2655,47294.25997592331,0.005524076691547579,0.000504925193040189,0.007571643219635445,0.06668634250102712,0.06668634250102712,0.005524076691547579,47294.190649772245
38,2.0545,1.5000000028533522,47294.32,47294.27677045326,0.04322954674237824,-0.002264091891692856,0.007455320488263734,-0.3036880701851812,0.3036880701851812,0.04322954674237824,47294.21117285362
40,2.094,1.5000000000641658,47294.294,47294.287528372086,0.006471627914064922,0.004466883837005111,0.007490765937805288,0.5963187041342608,0.5963187041342608,0.006471627914064922,47294.23079043987
41,2.07307407407407,1.499999996290575,47294.316000000006,47294.294166116575,0.02183388342828734,0.006155219096257162,0.0075312045787203664,0.8172954315500749,0.8172954315500749,0.02183388342828734,47294.24945377807
42,2.08258333333333,1.499999993779858,47294.2505,47294.30003284006,-0.049532840059668945,0.002002276598070164,0.007571643219635445,0.2644441292317744,0.2644441292317744,0.049532840059668945,47294.267114115275
43,2.086,1.500000001254678,47294.316000000006,47294.307089097594,0.008910902414288477,0.006738235345668666,0.0075312045787203664,0.8947088444135142,0.8947088444135142,0.008910902414288477,47294.28372269852
44,2.10702777777778,1.4999999998414375,47294.329,47294.31620919592,0.012790804077913154,0.00579398883530412,0.007490765937805288,0.7734841648251654,0.7734841648251654,0.012790804077913154,47294.29923077488
45,2.0795,1.5000000027667486,47294.312000000005,47294.32682782742,-0.014827827413953307,-0.002879610343558148,0.0075312045787203664,-0.3823572064015588,0.3823572064015588,0.014827827413953307,47294.31358959141
46,2.15916666666667,1.500000007677576,47294.322,47294.338379684414,-0.016379684412225995,-0.008467223066564953,0.007490765937805288,-1.130354777717932,1.130354777717932,0.016379684412225995,47294.32675039513
47,2.09166666666667,1.4999999972786529,47294.3975,47294.34935229458,0.0481477054199341,0.0051499843045452265,0.0074148818473486556,0.6945470488362144,0.6945470488362144,0.0481477054199341,47294.33866443313
48,2.13366666666667,1.5000000022950524,47294.3925,47294.35776867185,0.034731328149097324,0.0012975934013694744,0.007490765937805288,0.17322573047178336,0.17322573047178336,0.034731328149097324,47294.349282952455
49,2.076,1.4999999993193338,47294.291,47294.36259076469,-0.07159076469569549,0.0023712973999521093,0.007494395781815969,0.3164094169813807,0.3164094169813807,0.07159076469569549,47294.35855720016
50,2.05004166666667,1.5000000002865006,47294.331,47294.35945463108,-0.028454631078773898,-0.0033263908207827866,0.007490765937805288,-0.44406551324675114,0.44406551324675114,0.028454631078773898,47294.36643842329
51,2.07516666666667,1.5000000009431098,47294.422,47294.34897797372,0.07302202628032267,0.00789144024550543,0.007494395781815969,1.0529788491625742,1.0529788491625742,0.07302202628032267,47294.372850988024
52,2.0845,1.5000000002369762,47294.318,47294.34376061572,-0.025760615714293292,-0.001203831691351016,0.007490765937805288,-0.1607087581358503,0.1607087581358503,0.025760615714293292,47294.37778895866
53,2.11339583333333,1.4999999989772004,47294.3735,47294.351045859934,0.02245414006515687,-0.0036116885012041724,0.007494395781815969,-0.4819185704026193,0.4819185704026193,0.02245414006515687,47294.38126907464
55,2.11266666666667,1.4999999945082363,47294.296,47294.3621070214,-0.06610702140056737,0.009511359860438386,0.007498025625826649,1.2685152512251876,1.2685152512251876,0.06610702140056737,47294.38324101815
56,2.05993229166667,1.5000000020022086,47294.449,47294.364419204816,0.08458079518436795,0.011093343073974356,0.007534834422731047,1.4722742998184566,1.4722742998184566,0.08458079518436795,47294.383654471385
58,2.042,1.4999999931089882,47294.3245,47294.358209742015,-0.033709742011773916,-0.005521875682868123,0.007571643219635445,-0.7292836604540893,0.7292836604540893,0.033709742011773916,47294.38245911653
61,2.11975,1.5000000038211578,47294.3625,47294.34943938314,0.013060616860418914,-0.0010986472758105878,0.007498025625826649,-0.14652487609889478,0.14652487609889478,0.013060616860418914,47294.378589689004
62,2.10325,1.499999997468437,47294.386,47294.33948332944,0.046516670559087536,-0.003084233501888391,0.007498025625826649,-0.41133941864173845,0.41133941864173845,0.046516670559087536,47294.37140123501
63,2.064,1.500000001268599,47294.3155,47294.32971678215,-0.014216782156950152,0.005621268951311136,0.007490765937805288,0.7504264581197295,0.7504264581197295,0.014216782156950152,47294.36147390288
64,2.0883125,1.499999994083441,47294.245,47294.32151494253,-0.07651494253125965,-4.4978038857595685e-05,0.007490765937805288,-0.006004464594280696,0.006004464594280696,0.07651494253125965,47294.349387840964
65,2.07,1.500000003180484,47294.3325,47294.318451560044,0.014048439949224528,-0.003147430619396968,0.007338997756892023,-0.4288638208727109,0.4288638208727109,0.014048439949224528,47294.33572319759
66,2.124,1.5000000012732375,47294.325,47294.32041613597,0.004583864030456641,-0.004644256801944214,0.007490765937805288,-0.6199975864290496,0.6199975864290496,0.004583864030456641,47294.32106012111
67,2.09925,1.5000000045428017,47294.3355,47294.32325749932,0.012242500678228376,-0.007806751885467228,0.007338997756892023,-1.063735423292089,1.063735423292089,0.012242500678228376,47294.30816447888
68,2.095,1.500000004085497,47294.3795,47294.34591542773,0.03358457227284936,0.0002107960900488557,0.007165464060645959,0.029418344473540303,0.029418344473540303,0.03358457227284936,47294.300047071476
69,2.138,1.5000000004616287,47294.334,47294.39563181524,-0.061631815236628265,0.007575155643152046,0.007165464060645959,1.05717586175,1.05717586175,0.061631815236628265,47294.29738937172
71,2.08475,1.4999999978275234,47294.443,47294.443410818785,-0.0004108187825063031,-0.0003259949186900461,0.007165464060645959,-0.04549529743376565,0.04549529743376565,0.0004108187825063031,47294.30044757657
74,2.10916666666667,1.4999999977025178,47294.478,47294.459945785195,0.018054214807380405,-0.004449885256160925,0.007165464060645959,-0.6210184320929764,0.6210184320929764,0.018054214807380405,47294.30947788298
75,2.132,1.499999998553827,47294.5015,47294.44355885038,0.05794114962269461,0.00041040434801087013,0.006980790500247816,0.05879052637323823,0.05879052637323823,0.05794114962269461,47294.32473648794
78,2.16166666666667,1.5000000001815137,47294.3835,47294.39373570656,-0.01023570655333093,-0.00777960833027135,0.006557878436303501,-1.1862995640792184,1.1862995640792184,0.01023570655333093,47294.346479588414
83,2.169,1.5000000013142851,47294.259,47294.3160619151,-0.0570619151073543,0.004209949323705046,0.006557878436303501,0.6419681859912734,0.6419681859912734,0.0570619151073543,47294.37492992285
84,2.184,1.4999999982242518,47294.211,47294.24353114901,-0.03253114900678127,-0.0025403310943453825,0.006557878436303501,-0.38737087291561606,0.38737087291561606,0.03253114900678127,47294.41026989848
85,2.20466666666667,1.5000000005852665,47294.2605,47294.20451489288,0.05598510711577454,0.0040158725098846,0.006450782362669231,0.6225403810124662,0.6225403810124662,0.05598510711577454,47294.452468254865
86,2.206,1.500000004672568,47294.1745,47294.214625541834,-0.04012554183169061,-0.0022528291800700748,0.006450782362669231,-0.3492334810591703,0.3492334810591703,0.04012554183169061,47294.50128421125
90,2.09333333333333,1.4999999916790192,47294.312,47294.26572579635,0.046274203649159296,-0.0026608939841639124,0.006557878436303501,-0.40575530791079845,0.40575530791079845,0.046274203649159296,47294.55576331518
91,2.17166666666667,1.499999998701414,47294.2865,47294.347663342545,-0.06116334254496016,-0.0010515719525404465,0.006980790500247816,-0.15063794745066708,0.15063794745066708,0.06116334254496016,47294.614813417495
101,2.09,1.5000000008711356,47294.539,47294.46193995275,0.07706004724545025,-0.008334355205108975,0.006557878436303501,-1.270891994424774,1.270891994424774,0.07706004724545025,47294.67802614912
