sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,emd_trend_residual
0,2.514,1.4999999981048533,47319.8305,47319.757837110476,0.07266288951853708,0.006745342044162862,0.009540769727794938,0.7070018705631045,0.7070018705631045,0.07266288951853708,47319.867941930715
1,2.538,1.4999999932729569,47319.788,47319.74869936617,0.039300633828799926,0.008898441005842472,0.009585217300001196,0.9283504721214157,0.9283504721214157,0.039300633828799926,47319.867288966314
8,2.56,1.4999999977453078,47319.655,47319.72662363726,-0.07162363725820751,0.014517439840896642,0.009540769727794938,1.521621447230119,1.521621447230119,0.07162363725820751,47319.86535376401
9,2.554,1.500000001463061,47319.696,47319.70242025691,-0.006420256908035844,0.007544509714589144,0.009585217300001196,0.7870984536352873,0.7870984536352873,0.006420256908035844,47319.86217186013
10,2.545,1.499999997408127,47319.694,47319.69419291896,-0.00019291896027934588,0.0026078682949822424,0.009629664872207455,0.2708161010367984,0.2708161010367984,0.00019291896027934588,47319.857778791025
11,2.569,1.4999999986892811,47319.7315,47319.71183606419,0.019663935814240526,-0.005245149877096945,0.009585217300001196,-0.5472124118768065,0.5472124118768065,0.019663935814240526,47319.852210093035
12,2.575,1.499999998960069,47319.795,47319.74676856714,0.04823143285122167,-0.010016696951830665,0.009540769727794938,-1.0498835248742266,1.0498835248742266,0.04823143285122167,47319.84550130248
13,2.606,1.500000002299853,47319.743,47319.784266001174,-0.041266001169563346,0.004979106530651978,0.009481301245363677,0.5251501246294377,0.5251501246294377,0.041266001169563346,47319.83768795572
14,2.637,1.499999999089254,47319.7755,47319.81238526307,-0.036885263061872973,-0.00033101211509340794,0.009421832762932415,-0.03513245495034503,0.03513245495034503,0.036885263061872973,47319.82880558907
15,2.622,1.4999999973588922,47319.823,47319.82101427403,0.0019857259698244055,0.0028214248136245496,0.009296976048012356,0.303477689848169,0.303477689848169,0.0019857259698244055,47319.8188897389
16,2.628,1.500000001229118,47319.81,47319.81364328984,-0.0036432898438035523,0.004091817144301053,0.0091721193330923,0.4461146868791918,0.4461146868791918,0.0036432898438035523,47319.80797594152
19,2.658,1.5000000021511573,47319.8575,47319.79416140592,0.06333859408413625,-0.0034953622399331954,0.00906917587091872,-0.3854112313712481,0.3854112313712481,0.06333859408413625,47319.796099733285
20,2.665,1.4999999976799243,47319.718,47319.77221132472,-0.05421132471974431,0.0015248657845212442,0.0091721193330923,0.1662501030726504,0.1662501030726504,0.05421132471974431,47319.78329665053
21,2.689,1.4999999996689086,47319.794,47319.765820986606,0.028179013398182268,0.005431962487250811,0.009296976048012356,0.5842719674869051,0.5842719674869051,0.028179013398182268,47319.769602229586
22,2.674,1.499999997256279,47319.812,47319.78090253321,0.03109746679032906,0.005785302787500056,0.0091721193330923,0.6307487481794015,0.6307487481794015,0.03109746679032906,47319.755052006796
23,2.695,1.4999999993449042,47319.7875,47319.80755318161,-0.020053181606886575,0.0058000290260499555,0.009296976048012356,0.6238618875747207,0.6238618875747207,0.020053181606886575,47319.73968151851
25,2.705,1.499999995994039,47319.8345,47319.83058394895,0.0039160510505266135,-0.002510415034924616,0.009421832762932415,-0.26644657128718596,0.26644657128718596,0.0039160510505266135,47319.72352630105
27,2.717,1.4999999969428406,47319.8455,47319.84722139274,-0.0017213927373068705,0.006513150280027227,0.009296976048012356,0.7005665332890368,0.7005665332890368,0.0017213927373068705,47319.706621890764
28,2.726,1.500000001124809,47319.859,47319.853834211324,0.005165788672067598,0.0039596691844740696,0.0091721193330923,0.43170711595387645,0.43170711595387645,0.005165788672067598,47319.689003823994
29,2.8,1.500000000717985,47319.8465,47319.8500107537,-0.0035107536968544423,-0.0019933936526086824,0.009296976048012356,-0.2144131212465433,0.2144131212465433,0.0035107536968544423,47319.67070763706
30,2.742,1.5000000013312127,47319.8285,47319.839955402465,-0.011455402464634898,-0.002202160073662937,0.009421832762932415,-0.23372948014177503,0.23372948014177503,0.011455402464634898,47319.65159763699
31,2.769,1.5000000052663167,47319.855,47319.82799923689,0.027000763114822277,-0.002183315883661954,0.009481301245363677,-0.23027597448499884,0.23027597448499884,0.027000763114822277,47319.631535332985
32,2.73683333333333,1.5000000017196753,47319.8205,47319.81530231646,0.005197683538203851,-0.006928223630807931,0.009540769727794938,-0.726170301608273,0.726170301608273,0.005197683538203851,47319.61055415153
34,2.747,1.499999998583228,47319.7795,47319.80198009874,-0.022480098743415708,-0.0061835108202800936,0.009481301245363677,-0.652179554288902,0.652179554288902,0.022480098743415708,47319.58878763293
35,2.779,1.4999999987811037,47319.764500000005,47319.7864320794,-0.02193207939637487,-0.0010759908378255177,0.009488915284043536,-0.11339450354614221,0.11339450354614221,0.02193207939637487,47319.566366817744
36,2.809,1.5000000009795034,47319.7705,47319.76641435124,0.004085648760535465,-0.0004331036576476349,0.009455374023487976,-0.04580502649305755,0.04580502649305755,0.004085648760535465,47319.543325567654
38,2.84,1.5000000005654794,47319.694,47319.738425562464,-0.04442556246162067,0.0027598771373647025,0.009421832762932415,0.2929235963752905,0.2929235963752905,0.04442556246162067,47319.519697744414
39,2.83025,1.4999999983686438,47319.7125,47319.70063179603,0.011868203966818138,-0.007718165097862455,0.009296976048012356,-0.8301801637439474,0.8301801637439474,0.011868203966818138,47319.495517209696
40,2.868,1.4999999982217471,47319.696,47319.65354307386,0.04245692614523674,-0.0054429205872438755,0.009421832762932415,-0.5776923369577875,0.5776923369577875,0.04245692614523674,47319.47081782523
41,2.831,1.5000000005947778,47319.592,47319.59766941784,-0.005669417843033951,-0.005729609208411451,0.009455374023487976,-0.6059632537199058,0.6059632537199058,0.005669417843033951,47319.445633452735
44,2.825,1.499999999260296,47319.5925,47319.53676240973,0.055737590269933315,-0.00540767777656321,0.009488915284043536,-0.5698941991458926,0.5698941991458926,0.055737590269933315,47319.41999795392
46,2.853,1.5000000039170238,47319.387,47319.47610469658,-0.08910469657884057,0.010579925894140339,0.009455374023487976,1.1189325634140836,1.1189325634140836,0.08910469657884057,47319.3939451905
47,2.862,1.4999999989202168,47319.41650000001,47319.41850289815,-0.0020028981478484933,0.012042631849053218,0.009488915284043536,1.2691262898409459,1.2691262898409459,0.0020028981478484933,47319.367509024174
49,2.877,1.50000000154474,47319.3385,47319.36301227698,-0.024512276986883054,-0.008054762595396161,0.009514842505919238,-0.8465471278568455,0.8465471278568455,0.024512276986883054,47319.340723316665
50,2.883,1.499999996788225,47319.315,47319.30801696835,0.006983031647169638,-0.006788042793579387,0.009540769727794938,-0.7114774789924878,0.7114774789924878,0.006983031647169638,47319.313621929694
52,2.914,1.5000000002229166,47319.3615,47319.262037129425,0.09946287057471126,-0.024168606646939674,0.009514842505919238,-2.540095291320297,2.540095291320297,0.09946287057471126,47319.286238724955
60,2.899,1.4999999963280155,47319.2555,47319.23046744244,0.025032557561034056,-0.025071664551007494,0.009540769727794938,-2.627845055097253,2.627845055097253,0.025032557561034056,47319.258607564174
61,2.93,1.499999999709597,47319.072,47319.21041962386,-0.13841962385480766,-0.028122464647481495,0.009585217300001196,-2.9339412730348835,2.9339412730348835,0.13841962385480766,47319.23076230907
62,2.905,1.499999995808034,47319.197,47319.19126893963,0.0057310603733169985,-0.019890888073686434,0.009540769727794938,-2.0848305368631523,2.0848305368631523,0.0057310603733169985,47319.202736821346
63,2.893,1.5000000004970782,47319.063,47319.16368748441,-0.10068748441030925,-0.004700850613317474,0.009514842505919238,-0.49405448491586157,0.49405448491586157,0.10068748441030925,47319.17456496271
66,2.945,1.4999999969318123,47319.0295,47319.126732217715,-0.09723221771545092,-0.01775440161750552,0.009540769727794938,-1.86089824239044,1.86089824239044,0.09723221771545092,47319.14628059489
73,2.92,1.500000001396676,47319.05,47319.07946009902,-0.02946009901611453,-0.017592147901899103,0.009514842505919238,-1.8489163526306323,1.8489163526306323,0.02946009901611453,47319.117917579584
92,2.837,1.499999997845537,47319.0705,47319.020928087826,0.04957191217727247,-0.014484304744071388,0.009540769727794938,-1.5181484468569182,1.5181484468569182,0.04957191217727247,47319.08950977852
93,2.816,1.5000000071603177,47319.086,47318.942306631216,0.1436933687904903,-0.017140108329000106,0.009585217300001196,-1.7881815083105073,1.7881815083105073,0.1436933687904903,47319.06109105339
99,2.846,1.5000000078830422,47318.815,47318.833019088466,-0.018019088462981135,-0.007604384501812871,0.009540769727794938,-0.7970409850328078,0.7970409850328078,0.018019088462981135,47319.03269526592
106,2.83475,1.5000000003889529,47318.7265,47318.700007158994,0.02649284100149179,0.009147263660103261,0.009514842505919238,0.9613678475931363,0.9613678475931363,0.02649284100149179,47319.00435627783
116,2.95133333333333,1.500000004074969,47318.4495,47318.559949035436,-0.11044903543435823,0.01873675707412975,0.009540769727794938,1.963862204906206,1.963862204906206,0.11044903543435823,47318.97610795082
120,2.982,1.500000000646324,47318.426,47318.44417117189,-0.018171171891041456,0.011600648908528934,0.009585217300001196,1.2102645715217626,1.2102645715217626,0.018171171891041456,47318.94798414661
121,2.966,1.4999999971162654,47318.364,47318.378865969964,-0.014865969965624136,-0.005726480612678024,0.009540769727794938,-0.600211594667795,0.600211594667795,0.014865969965624136,47318.9200187269
123,2.96,1.500000002085475,47318.418000000005,47318.364467384265,0.053532615741794284,-0.004528199213845816,0.009585217300001196,-0.4724148730405153,0.4724148730405153,0.053532615741794284,47318.892245553434
124,2.973,1.4999999960935757,47318.4515,47318.394654658296,0.056845341710123884,-0.004436136600702102,0.009540769727794938,-0.46496632109025665,0.46496632109025665,0.056845341710123884,47318.864698487894
126,3.0115,1.5000000011519885,47318.419,47318.433653061315,-0.014653061313134888,0.00950010541955195,0.009540769727794938,0.9957378377842491,0.9957378377842491,0.014653061313134888,47318.837225367
127,3.025,1.4999999974901688,47318.43,47318.4422507969,-0.012250796900372327,0.006005807352155315,0.009540769727794938,0.6294887649010869,0.6294887649010869,0.012250796900372327,47318.809663442385
128,3.019,1.5000000040115429,47318.431500000006,47318.43873455588,-0.007234555873491269,0.013472164868990683,0.009488915284043536,1.4197792335279187,1.4197792335279187,0.007234555873491269,47318.78203069802
129,3.065,1.5000000010785142,47318.4765,47318.449178595474,0.027321404519785226,0.010909592142591728,0.009488915284043536,1.149719627167205,1.149719627167205,0.027321404519785226,47318.75413488564
130,3.05,1.5000000009666243,47318.477,47318.46202285725,0.014977142747928232,0.0011330877607471344,0.009540769727794938,0.11876271968352113,0.11876271968352113,0.014977142747928232,47318.72577329545
131,3.04,1.499999997799184,47318.413,47318.4626198545,-0.049619854497611186,-0.002458792069620979,0.009629664872207455,-0.2553351650603536,0.2553351650603536,0.049619854497611186,47318.69694821925
133,3.056,1.500000006918231,47318.5045,47318.452168752316,0.052331247685894186,0.00016475766923383265,0.009629664872207455,0.01710938764954802,0.01710938764954802,0.052331247685894186,47318.667661948835
134,3.087,1.4999999978693728,47318.4625,47318.432030538796,0.030469461204203692,0.00187677386279553,0.009540769727794938,0.19671094852315338,0.19671094852315338,0.030469461204203692,47318.63791677598
135,3.093,1.5000000005611127,47318.377,47318.408143197725,-0.03114319772647746,0.004496862937374216,0.009629664872207455,0.46698021136257656,0.46698021136257656,0.03114319772647746,47318.60771499249
136,3.139,1.4999999973576223,47318.3385,47318.385479979785,-0.04697997978644791,0.0014757802576218088,0.009717814783515912,0.15186338600784388,0.15186338600784388,0.04697997978644791,47318.577058890165
137,3.124,1.5000000028876614,47318.3715,47318.36013884925,0.01136115074932098,-4.1833554862855116e-05,0.009928508465466158,-0.004213478289147127,0.004213478289147127,0.01136115074932098,47318.54595076078
138,3.133,1.4999999993819009,47318.3335,47318.32532641013,0.008173589868564007,-0.009900078050095856,0.009951620600172012,-0.9948206877907639,0.9948206877907639,0.008173589868564007,47318.51439289614
140,3.207,1.5000000029004064,47318.338,47318.287097793815,0.05090220619099341,-0.008186704533858034,0.009960449629412421,-0.8219211821204679,0.8219211821204679,0.05090220619099341,47318.482387588025
141,3.185,1.5000000013990364,47318.2425,47318.25471260137,-0.012212601369843437,-0.0014900173185159599,0.009960449629412421,-0.1495933792101168,0.1495933792101168,0.012212601369843437,47318.44993712823
143,3.161,1.4999999991954465,47318.1685,47318.23177837881,-0.06327837880997315,0.006767777157064953,0.009960449629412421,0.6794650250607404,0.6794650250607404,0.06327837880997315,47318.41704380855
144,3.191,1.4999999991748396,47318.1755,47318.21189295277,-0.03639295277120282,0.005319852671296432,0.0102228356275013,0.5203891430069613,0.5203891430069613,0.03639295277120282,47318.383709920774
145,3.244,1.5000000024539315,47318.230500000005,47318.18461017715,0.0458898228503441,0.003285232049042259,0.0102228356275013,0.3213621121134319,0.3213621121134319,0.0458898228503441,47318.34993775669
146,3.201,1.5000000038579644,47318.1755,47318.14637301279,0.029126987211601195,-0.0026258209037814586,0.009960449629412421,-0.2636247359785463,0.2636247359785463,0.029126987211601195,47318.3157296081
149,3.228,1.500000003274438,47318.123,47318.09565982951,0.02734017049378031,-0.009200193660190887,0.009960449629412421,-0.9236725250859601,0.9236725250859601,0.02734017049378031,47318.28108776679
150,3.238,1.4999999996530815,47318.034,47318.03567016962,-0.0016701696225957068,-0.009767944730360434,0.009960449629412421,-0.9806730713758609,0.9806730713758609,0.0016701696225957068,47318.24601452455
151,3.253,1.500000003201173,47317.9595,47317.96963799573,-0.010137995731723557,0.006964172804268531,0.009960449629412421,0.6991825734155493,0.6991825734155493,0.010137995731723557,47318.210512173166
152,3.259,1.5000000070087254,47317.8985,47317.900797270384,-0.0022972703844200484,0.007722153802446698,0.009960449629412421,0.7752816478930618,0.7752816478930618,0.0022972703844200484,47318.17458300444
156,3.274,1.5000000043384716,47317.761,47317.83238195618,-0.0713819561775283,-0.0050320403854576005,0.009960449629412421,-0.5052021316987922,0.5052021316987922,0.0713819561775283,47318.13822931015
157,3.305,1.4999999977768896,47317.7005,47317.76888813844,-0.06838813844149909,-0.007890202995059556,0.009960449629412421,-0.7921532951444692,0.7921532951444692,0.06838813844149909,47318.101453382114
158,3.268,1.5000000008539671,47317.8285,47317.714303894965,0.11419610504045788,-0.0038431360682223536,0.010341947253310781,-0.3716066205029276,0.3716066205029276,0.11419610504045788,47318.0642575121
161,3.296,1.5000000065162415,47317.7195,47317.666788348164,0.0527116518339476,-0.0005516225115139952,0.010352497233574178,-0.05328400472545199,0.05328400472545199,0.0527116518339476,47318.02664399191
165,3.336,1.500000004090836,47317.5375,47317.62316076048,-0.08566076047953748,-0.0048639954392016215,0.010684801691241377,-0.4552256166989764,0.4552256166989764,0.08566076047953748,47317.98861511333
166,3.321,1.4999999907190082,47317.5855,47317.583883292995,0.0016167070073627027,0.0059876976117097195,0.010684801691241377,0.5603938926276936,0.5603938926276936,0.0016167070073627027,47317.95017316815
167,3.327,1.499999997830982,47317.586500000005,47317.55174656729,0.03475343271893912,0.018572944324533238,0.010684801691241377,1.7382582158504623,1.7382582158504623,0.03475343271893912,47317.91132044817
169,3.358,1.4999999967852895,47317.549,47317.529514373724,0.01948562627865167,0.006091660106341763,0.010783501900550276,0.5649055531794277,0.5649055531794277,0.01948562627865167,47317.87205924517
170,3.335,1.5000000003761904,47317.4765,47317.51760862673,-0.04110862673360868,-0.0009120109743045116,0.010783501900550276,-0.08457465698206741,0.08457465698206741,0.04110862673360868,47317.832391850956
175,3.342,1.5000000007859862,47317.54,47317.51371671872,0.026283281280673775,0.00884000678540873,0.010783501900550276,0.8197714311115974,0.8197714311115974,0.026283281280673775,47317.79232055731
176,3.364,1.5000000066356918,47317.56,47317.515120918026,0.04487908197391258,0.005315711151635663,0.010783501900550276,0.492948506028863,0.492948506028863,0.04487908197391258,47317.75184765603
177,3.373,1.4999999957332577,47317.5235,47317.521635452926,0.0018645470767346128,0.0092676482000617,0.010783501900550276,0.8594284385102002,0.8594284385102002,0.0018645470767346128,47317.710975438895
179,3.404,1.4999999995208424,47317.522,47317.53232138789,-0.010321387891868873,2.2103413967343597e-07,0.010861165600211132,2.0350867283446933e-05,2.0350867283446933e-05,0.010321387891868873,47317.66970619771
181,3.379,1.500000003402515,47317.5455,47317.543392600644,0.0021073993578816994,0.007679009059151729,0.010861165600211132,0.7070151898800305,0.7070151898800305,0.0021073993578816994,47317.628042224256
182,3.38883333333333,1.5000000053209968,47317.518500000006,47317.548601953706,-0.030101953696594897,0.007557098194347692,0.010861165600211132,0.6957907164403044,0.6957907164403044,0.030101953696594897,47317.585985810336
185,3.388,1.5000000053598417,47317.614,47317.54367913384,0.07032086615477345,-0.0031014751188010673,0.010861165600211132,-0.2855563788421362,0.2855563788421362,0.07032086615477345,47317.54353924774
