sample_index,axis,baseline_distance,signal,background_estimate,residual,residual_smoothed,local_scale,normalized_residual,enhanced_response,abs_residual,emd_trend_residual
0,4.537,1.4999999996954283,47348.8995,47349.03317120566,-0.13367120566179225,-0.02818603758707784,0.014768090806441968,-1.9085769417657459,1.9085769417657459,0.13367120566179225,47350.26441202547
2,4.531,1.4999999943654598,47349.043,47349.0459879049,-0.0029879049009198314,-0.0033658082675847856,0.015025988895934268,-0.22399911852027962,0.22399911852027962,0.0029879049009198314,47350.26560305301
3,4.553,1.5000000069128527,47349.0195,47349.08198504161,-0.06248504160522507,0.00751674796059236,0.015283886985426568,0.4918086588679764,0.4918086588679764,0.06248504160522507,47350.26916311265
5,4.522,1.4999999998191085,47349.127,47349.137483174294,-0.010483174292354423,0.012935363505427915,0.015323737541213123,0.8441389361204023,0.8441389361204023,0.010483174292354423,47350.27507266983
6,4.5,1.4999999932330783,47349.2775,47349.208802861474,0.06869713852490236,0.009894831123816191,0.015283886985426568,0.6474027931017202,0.6474027931017202,0.06869713852490236,47350.28331219006
8,4.494,1.4999999975077198,47349.413,47349.29226466167,0.1207353383298805,0.027406341506630197,0.015025988895934268,1.8239293065127848,1.8239293065127848,0.1207353383298805,47350.29386213882
9,4.454,1.5000000012807708,47349.4565,47349.38368791467,0.07281208532965523,0.029342372335621356,0.014768090806441968,1.9868764839136797,1.9868764839136797,0.07281208532965523,47350.30670298157
10,4.479,1.499999992904694,47349.5285,47349.47763432768,0.0508656723192768,0.026501572715462496,0.014497330492096701,1.8280312178790414,1.8280312178790414,0.0508656723192768,47350.321815183815
11,4.448,1.500000000768456,47349.555,47349.56942942793,-0.014429427929077601,0.01823628460242237,0.014768090806441968,1.2348437480129488,1.2348437480129488,0.014429427929077601,47350.339179211005
13,4.426,1.4999999951940428,47349.68,47349.65606761222,0.02393238778353379,0.003850992470209955,0.015025988895934268,0.2562887871727335,0.2562887871727335,0.02393238778353379,47350.35877552866
15,4.433,1.49999999238988,47349.751,47349.73656362743,0.014436372560000639,-0.0026018677433486633,0.015283886985426568,-0.1702359972845642,0.1702359972845642,0.014436372560000639,47350.380584602215
16,4.386,1.5000000021277395,47349.721,47349.80905223818,-0.0880522381866548,-0.012320401972238045,0.015323737541213123,-0.8040076345018556,0.8040076345018556,0.0880522381866548,47350.40458689719
17,4.402,1.5000000028584122,47349.78999999999,47349.8748707673,-0.08487076730971559,-0.018064763985861782,0.015283886985426568,-1.1819482833841173,1.1819482833841173,0.08487076730971559,47350.430762879034
19,4.374,1.500000003384932,47349.878,47349.93877049066,-0.06077049066500938,-0.010818792906378667,0.015323737541213123,-0.7060152836265677,0.7060152836265677,0.06077049066500938,47350.45909301325
20,4.365,1.4999999968744822,47350.0645,47350.001840403595,0.06265959640785293,-0.02411899535159965,0.015363588096999675,-1.5698803690467202,1.5698803690467202,0.06265959640785293,47350.489557765315
22,4.349,1.5000000021602062,47350.049,47350.063654722726,-0.014654722730349214,-0.02994234323175234,0.015749032980447556,-1.9012178886745488,1.9012178886745488,0.014654722730349214,47350.522137600696
23,4.343,1.5000000048393682,47350.1225,47350.1233335858,-0.0008335858033368219,-0.02224859684956623,0.016134477863895436,-1.3789474340135002,1.3789474340135002,0.0008335858033368219,47350.55681298488
25,4.328,1.4999999946907894,47350.2335,47350.182715688214,0.050784311786270436,-0.005927509052812371,0.016182055887773522,-0.36630135836392375,0.36630135836392375,0.050784311786270436,47350.59356438336
26,4.334,1.5000000003752751,47350.148,47350.24376943422,-0.09576943422345505,-0.007601796127490085,0.01622963391165161,-0.46838987058313064,0.46838987058313064,0.09576943422345505,47350.63237226159
